time_quarter,play,time_remaining_final,quarter,away_score,score,home_score,home_team,away_team,score_away,score_home,margin_score,date,leading_team,home_team_full,home_primary_color,away_team_full,away_primary_color,game_description,away_fill,home_fill,scoring_team_color,scoring_team,max_home_lead,max_away_lead,winning_team,losing_team
4:43,D. White makes 3-pt jump shot from 24 ft (assist by A. Horford),4.72,4th Quarter,NA,94-97,+3,BOS,MIA,94,97,3,2022-05-27,BOS,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#008348,BOS,4,-13,MIA,BOS
4:21,K. Lowry makes 3-pt jump shot from 25 ft (assist by J. Butler),4.35,4th Quarter,+3,97-97,NA,BOS,MIA,97,97,0,2022-05-27,TIE,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#98002e,MIA,4,-13,MIA,BOS
3:36,K. Lowry makes free throw 1 of 2,3.6,4th Quarter,+1,98-97,NA,BOS,MIA,98,97,-1,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#98002e,MIA,4,-13,MIA,BOS
3:36,K. Lowry makes free throw 2 of 2,3.6,4th Quarter,+1,99-97,NA,BOS,MIA,99,97,-2,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#98002e,MIA,4,-13,MIA,BOS
3:27,M. Smart makes free throw 1 of 2,3.45,4th Quarter,NA,99-98,+1,BOS,MIA,99,98,-1,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#008348,BOS,4,-13,MIA,BOS
3:27,M. Smart makes free throw 2 of 2,3.45,4th Quarter,NA,99-99,+1,BOS,MIA,99,99,0,2022-05-27,TIE,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#008348,BOS,4,-13,MIA,BOS
2:06,J. Butler makes 2-pt layup from 2 ft,2.1,4th Quarter,+2,101-99,NA,BOS,MIA,101,99,-2,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#98002e,MIA,4,-13,MIA,BOS
2:06,J. Butler makes free throw 1 of 1,2.1,4th Quarter,+1,102-99,NA,BOS,MIA,102,99,-3,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#98002e,MIA,4,-13,MIA,BOS
1:45,P. Tucker makes free throw 2 of 2,1.75,4th Quarter,+1,104-99,NA,BOS,MIA,104,99,-5,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#98002e,MIA,4,-13,MIA,BOS
1:45,P. Tucker makes free throw 1 of 2,1.75,4th Quarter,+1,103-99,NA,BOS,MIA,103,99,-4,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#98002e,MIA,4,-13,MIA,BOS
1:25,P. Tucker makes free throw 2 of 2,1.42,4th Quarter,+1,105-99,NA,BOS,MIA,105,99,-6,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#98002e,MIA,4,-13,MIA,BOS
1:08,J. Tatum makes 2-pt jump shot from 3 ft,1.13,4th Quarter,NA,105-101,+2,BOS,MIA,105,101,-4,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#008348,BOS,4,-13,MIA,BOS
0:43,J. Butler makes 2-pt jump shot from 20 ft (assist by M. Strus),0.72,4th Quarter,+2,107-101,NA,BOS,MIA,107,101,-6,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#98002e,MIA,4,-13,MIA,BOS
0:40,J. Tatum makes free throw 1 of 2,0.67,4th Quarter,NA,107-102,+1,BOS,MIA,107,102,-5,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#008348,BOS,4,-13,MIA,BOS
0:40,J. Tatum makes free throw 2 of 2,0.67,4th Quarter,NA,107-103,+1,BOS,MIA,107,103,-4,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#008348,BOS,4,-13,MIA,BOS
0:10,J. Butler makes free throw 2 of 2,0.17,4th Quarter,+1,109-103,NA,BOS,MIA,109,103,-6,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#98002e,MIA,4,-13,MIA,BOS
0:10,J. Butler makes free throw 1 of 2,0.17,4th Quarter,+1,108-103,NA,BOS,MIA,108,103,-5,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#98002e,MIA,4,-13,MIA,BOS
0:08,G. Vincent makes free throw 1 of 2,0.13,4th Quarter,+1,110-103,NA,BOS,MIA,110,103,-7,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#98002e,MIA,4,-13,MIA,BOS
0:08,G. Vincent makes free throw 2 of 2,0.13,4th Quarter,+1,111-103,NA,BOS,MIA,111,103,-8,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#98002e,MIA,4,-13,MIA,BOS
0:00,End of 4th quarter,0,4th Quarter,End of 4th quarter,End of 4th quarter,End of 4th quarter,BOS,MIA,111,103,-8,2022-05-27,MIA,Boston Celtics,#008348,Miami Heat,#98002e,Boston Celtics Vs. Miami Heat,<span style='color:#98002e';>Miami Heat</span>,<span style='color:#008348';>Boston Celtics</span>,#808080,TIE,4,-13,MIA,BOS
