player,team,location,opponent,outcome,mp,fgm,fga,fgpercent,threepfgmade,threepattempted,threepointpercent,ft,fta,ftpercent,oreb,dreb,trb,ast,stl,blk,tov,pf,pts,plusminus,gmsc,date,type,season,game_ts_percent,season_ts_percent,season_avg_ppg,games_played,salary
Svi Mykhailiuk,TOR,H,CHI,L,12:44,2,2,1,1,1,1,0,0,,2,1,3,1,0,0,1,2,5,3,5,2021-10-25T00:00:00Z,Regular Season,2022,1.25,0.611,6,4,1729217
Svi Mykhailiuk,TOR,H,DAL,L,18:43,2,5,0.4,2,5,0.4,1,2,.500,1,5,6,3,1,0,1,1,7,-11,7.8,2021-10-23T00:00:00Z,Regular Season,2022,0.595,0.611,6,4,1729217
Svi Mykhailiuk,TOR,A,BOS,W,14:05,2,5,0.4,2,4,0.5,2,2,1.000,0,3,3,1,1,0,3,2,8,11,4.1,2021-10-22T00:00:00Z,Regular Season,2022,0.68,0.611,6,4,1729217
Svi Mykhailiuk,TOR,H,WAS,L,16:13,1,5,0.2,0,3,0,2,2,1.000,0,3,3,0,0,0,1,4,4,-1,-0.8,2021-10-20T00:00:00Z,Regular Season,2022,0.34,0.611,6,4,1729217
Marvin Bagley,SAC,H,UTA,L,10:27,1,2,0.5,0,0,NA,0,0,,0,4,4,0,0,0,1,1,2,3,0.8,2021-10-22T00:00:00Z,Regular Season,2022,0.5,0.5,2,1,NA
Cameron Payne,PHX,A,LAL,W,18:46,1,5,0.2,0,3,0,2,3,.667,0,3,3,4,0,0,1,1,4,4,2.8,2021-10-22T00:00:00Z,Regular Season,2022,0.316,0.4,7,2,6500000
Cameron Payne,PHX,H,DEN,L,14:23,3,9,0.333,1,3,0.333,3,5,.600,1,1,2,3,1,0,3,2,10,11,4.4,2021-10-20T00:00:00Z,Regular Season,2022,0.446,0.4,7,2,6500000
Kelly Olynyk,DET,A,ATL,L,29:43,8,15,0.533,2,5,0.4,3,5,.600,3,3,6,4,2,0,3,1,21,-6,17.3,2021-10-25T00:00:00Z,Regular Season,2022,0.61,0.548,13.7,3,12195122
Kelly Olynyk,DET,A,CHI,L,19:03,4,8,0.5,0,2,0,2,4,.500,1,4,5,1,1,1,1,1,10,-14,8.1,2021-10-23T00:00:00Z,Regular Season,2022,0.512,0.548,13.7,3,12195122
Kelly Olynyk,DET,H,CHI,L,22:10,5,10,0.5,0,4,0,0,1,.000,0,4,4,3,1,0,2,0,10,1,6.9,2021-10-20T00:00:00Z,Regular Season,2022,0.479,0.548,13.7,3,12195122
Marcus Morris,LAC,H,MEM,L,29:48,4,11,0.364,1,6,0.167,0,0,,0,0,0,1,0,0,0,4,9,-14,2,2021-10-23T00:00:00Z,Regular Season,2022,0.409,0.503,9.5,2,15627907
Marcus Morris,LAC,A,GSW,L,25:02,3,7,0.429,2,5,0.4,2,2,1.000,0,1,1,0,2,1,1,4,10,-16,6.7,2021-10-21T00:00:00Z,Regular Season,2022,0.635,0.503,9.5,2,15627907
Miye Oni,UTA,A,SAC,W,3:48,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-12,0,2021-10-22T00:00:00Z,Regular Season,2022,NA,NA,0,2,1782621
Miye Oni,UTA,H,OKC,W,1:35,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,1,0,0,-0.4,2021-10-20T00:00:00Z,Regular Season,2022,NA,NA,0,2,1782621
Eric Paschall,UTA,A,SAC,W,14:43,1,3,0.333,1,2,0.5,0,0,,0,1,1,0,0,1,0,0,3,-2,2.3,2021-10-22T00:00:00Z,Regular Season,2022,0.5,0.429,3,2,1782621
Eric Paschall,UTA,H,OKC,W,14:13,1,4,0.25,1,3,0.333,0,0,,0,3,3,1,0,0,0,1,3,4,1.8,2021-10-20T00:00:00Z,Regular Season,2022,0.375,0.429,3,2,1782621
Luke Kennard,LAC,H,POR,W,24:03,8,10,0.8,6,7,0.857,1,1,1.000,1,3,4,3,0,1,1,2,23,22,21.8,2021-10-25T00:00:00Z,Regular Season,2022,1.102,0.732,13.3,3,12727273
Luke Kennard,LAC,H,MEM,L,22:14,3,7,0.429,2,4,0.5,2,2,1.000,0,2,2,0,0,0,0,4,10,8,5.3,2021-10-23T00:00:00Z,Regular Season,2022,0.635,0.732,13.3,3,12727273
Luke Kennard,LAC,A,GSW,L,24:27,3,9,0.333,1,5,0.2,0,0,,0,1,1,4,0,0,0,2,7,19,4.2,2021-10-21T00:00:00Z,Regular Season,2022,0.389,0.732,13.3,3,12727273
Jalen Brunson,DAL,A,TOR,W,22:42,2,9,0.222,1,2,0.5,0,0,,2,4,6,4,1,0,1,3,5,7,3.7,2021-10-23T00:00:00Z,Regular Season,2022,0.278,0.5,11,2,1802057
Jalen Brunson,DAL,A,ATL,L,25:40,7,13,0.538,3,5,0.6,0,0,,0,3,3,3,0,0,0,2,17,-8,12.9,2021-10-21T00:00:00Z,Regular Season,2022,0.654,0.5,11,2,1802057
Malcolm Brogdon,IND,H,MIL,L,37:22,10,21,0.476,2,4,0.5,3,4,.750,0,4,4,7,0,0,7,4,25,-1,11.4,2021-10-25T00:00:00Z,Regular Season,2022,0.549,0.537,24.8,4,21700000
Malcolm Brogdon,IND,H,MIA,W,41:16,5,19,0.263,0,7,0,8,8,1.000,4,10,14,4,0,2,4,2,18,6,11.9,2021-10-23T00:00:00Z,Regular Season,2022,0.4,0.537,24.8,4,21700000
Malcolm Brogdon,IND,A,WAS,L,44:02,12,22,0.545,2,4,0.5,2,2,1.000,1,7,8,8,2,1,3,3,28,0,24.3,2021-10-22T00:00:00Z,Regular Season,2022,0.612,0.537,24.8,4,21700000
Malcolm Brogdon,IND,A,CHA,L,40:18,8,20,0.4,3,10,0.3,9,9,1.000,0,4,4,11,0,1,1,2,28,0,25,2021-10-20T00:00:00Z,Regular Season,2022,0.584,0.537,24.8,4,21700000
Clint Capela,ATL,H,DET,W,25:54,2,3,0.667,0,0,NA,0,0,,1,7,8,0,2,1,0,1,4,11,7.8,2021-10-25T00:00:00Z,Regular Season,2022,0.667,0.582,8.7,3,17103448
Clint Capela,ATL,A,CLE,L,27:19,5,12,0.417,0,0,NA,0,2,.000,7,7,14,1,0,2,1,3,10,-10,9.7,2021-10-23T00:00:00Z,Regular Season,2022,0.388,0.582,8.7,3,17103448
Clint Capela,ATL,H,DAL,W,20:33,6,6,1,0,0,NA,0,1,.000,2,11,13,0,0,2,1,2,12,17,14.1,2021-10-21T00:00:00Z,Regular Season,2022,0.932,0.582,8.7,3,17103448
CJ McCollum,POR,A,LAC,L,32:25,7,16,0.438,4,11,0.364,2,2,1.000,0,4,4,4,2,1,3,2,20,-23,14.5,2021-10-25T00:00:00Z,Regular Season,2022,0.592,0.675,27.3,3,30864198
CJ McCollum,POR,H,PHX,W,29:47,10,19,0.526,6,11,0.545,2,2,1.000,0,3,3,1,1,3,2,1,28,20,21,2021-10-23T00:00:00Z,Regular Season,2022,0.704,0.675,27.3,3,30864198
CJ McCollum,POR,H,SAC,L,35:12,14,24,0.583,6,11,0.545,0,0,,2,4,6,5,3,1,5,4,34,0,26,2021-10-20T00:00:00Z,Regular Season,2022,0.708,0.675,27.3,3,30864198
Jabari Parker,BOS,A,CHA,W,17:01,5,8,0.625,3,4,0.75,0,0,,0,5,5,0,0,1,0,1,13,3,11.2,2021-10-25T00:00:00Z,Regular Season,2022,0.813,0.813,13,1,2239544
Armoni Brooks,HOU,H,OKC,W,5:49,2,3,0.667,1,2,0.5,1,1,1.000,0,0,0,1,0,0,0,0,6,4,5.4,2021-10-22T00:00:00Z,Regular Season,2022,0.872,0.761,6,2,1489065
Armoni Brooks,HOU,A,MIN,L,8:22,2,4,0.5,1,3,0.333,1,1,1.000,0,0,0,0,0,0,0,1,6,17,3.6,2021-10-20T00:00:00Z,Regular Season,2022,0.676,0.761,6,2,1489065
Jalen Suggs,ORL,A,MIA,L,27:51,5,12,0.417,4,8,0.5,1,2,.500,0,4,4,2,1,0,5,5,15,-11,4.8,2021-10-25T00:00:00Z,Regular Season,2022,0.582,0.423,12.5,4,6593040
Jalen Suggs,ORL,A,NYK,W,24:08,3,9,0.333,1,3,0.333,4,5,.800,0,1,1,3,1,0,4,3,11,7,3.7,2021-10-24T00:00:00Z,Regular Season,2022,0.491,0.423,12.5,4,6593040
Jalen Suggs,ORL,H,NYK,L,31:43,4,17,0.235,0,6,0,6,6,1.000,4,3,7,8,2,0,2,2,14,-4,12.2,2021-10-22T00:00:00Z,Regular Season,2022,0.356,0.423,12.5,4,6593040
Jalen Suggs,ORL,A,SAS,L,30:17,3,14,0.214,1,6,0.167,3,3,1.000,0,1,1,1,1,0,3,3,10,-13,-0.8,2021-10-20T00:00:00Z,Regular Season,2022,0.326,0.423,12.5,4,6593040
Moritz Wagner,ORL,A,MIA,L,11:22,1,3,0.333,1,3,0.333,0,0,,0,2,2,0,0,1,0,1,3,-7,2.2,2021-10-25T00:00:00Z,Regular Season,2022,0.5,0.468,6,4,1729217
Moritz Wagner,ORL,A,NYK,W,13:58,3,9,0.333,1,5,0.2,1,1,1.000,1,3,4,2,0,0,1,3,8,19,3.7,2021-10-24T00:00:00Z,Regular Season,2022,0.424,0.468,6,4,1729217
Moritz Wagner,ORL,H,NYK,L,13:24,2,6,0.333,1,5,0.2,1,1,1.000,0,2,2,0,0,0,3,4,6,-8,-1.4,2021-10-22T00:00:00Z,Regular Season,2022,0.466,0.468,6,4,1729217
Moritz Wagner,ORL,A,SAS,L,15:07,2,5,0.4,1,3,0.333,2,4,.500,2,4,6,1,0,0,1,2,7,-11,5,2021-10-20T00:00:00Z,Regular Season,2022,0.518,0.468,6,4,1729217
Devonte' Graham,NOP,A,MIN,W,38:31,8,16,0.5,1,6,0.167,4,4,1.000,0,3,3,7,1,0,4,1,21,23,15.4,2021-10-25T00:00:00Z,Regular Season,2022,0.591,0.587,17.8,4,11000000
Devonte' Graham,NOP,A,MIN,L,35:26,2,14,0.143,1,10,0.1,6,8,.750,0,3,3,2,2,0,3,2,11,-4,1.7,2021-10-23T00:00:00Z,Regular Season,2022,0.314,0.587,17.8,4,11000000
Devonte' Graham,NOP,A,CHI,L,29:36,7,14,0.5,6,11,0.545,1,2,.500,2,4,6,6,0,0,3,2,21,3,16.6,2021-10-22T00:00:00Z,Regular Season,2022,0.706,0.587,17.8,4,11000000
Devonte' Graham,NOP,H,PHI,L,29:09,6,9,0.667,4,6,0.667,2,3,.667,0,1,1,5,1,1,3,0,18,-19,16.2,2021-10-20T00:00:00Z,Regular Season,2022,0.872,0.587,17.8,4,11000000
Herb Jones,NOP,A,MIN,W,31:36,0,1,0,0,0,NA,0,0,,0,2,2,1,2,1,3,4,0,1,-1.3,2021-10-25T00:00:00Z,Regular Season,2022,0,0.364,2,4,1700000
Herb Jones,NOP,A,MIN,L,28:51,1,6,0.167,0,1,0,0,0,,6,2,8,2,0,1,3,2,2,7,1.3,2021-10-23T00:00:00Z,Regular Season,2022,0.167,0.364,2,4,1700000
Herb Jones,NOP,A,CHI,L,29:09,3,4,0.75,0,0,NA,0,0,,0,1,1,3,1,1,2,3,6,17,5.3,2021-10-22T00:00:00Z,Regular Season,2022,0.75,0.364,2,4,1700000
Herb Jones,NOP,H,PHI,L,3:15,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,6,0,2021-10-20T00:00:00Z,Regular Season,2022,NA,0.364,2,4,1700000
Isaiah Joe,PHI,A,OKC,W,10:36,0,2,0,0,1,0,0,0,,0,1,1,0,0,0,0,1,0,10,-1.5,2021-10-24T00:00:00Z,Regular Season,2022,0,0,0,3,1517981
Isaiah Joe,PHI,H,BKN,L,3:46,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,-0.7,2021-10-22T00:00:00Z,Regular Season,2022,0,0,0,3,1517981
Isaiah Joe,PHI,A,NOP,W,12:37,0,3,0,0,2,0,0,0,,0,0,0,0,0,0,2,0,0,-7,-4.1,2021-10-20T00:00:00Z,Regular Season,2022,0,0,0,3,1517981
Ja Morant,MEM,A,LAL,L,37:45,13,21,0.619,5,7,0.714,9,11,.818,2,1,3,10,3,0,6,3,40,9,34.2,2021-10-24T00:00:00Z,Regular Season,2022,0.774,0.671,35,3,9603360
Ja Morant,MEM,A,LAC,W,34:33,10,19,0.526,2,7,0.286,6,8,.750,0,2,2,8,1,0,5,3,28,12,18.9,2021-10-23T00:00:00Z,Regular Season,2022,0.622,0.671,35,3,9603360
Ja Morant,MEM,H,CLE,W,33:36,17,29,0.586,1,4,0.25,2,2,1.000,1,5,6,6,0,2,2,2,37,-6,28.5,2021-10-20T00:00:00Z,Regular Season,2022,0.619,0.671,35,3,9603360
Marcus Garrett,MIA,H,ORL,W,1:38,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,-1,0,2021-10-25T00:00:00Z,Regular Season,2022,NA,0,0,2,NA
Marcus Garrett,MIA,H,MIL,W,5:20,0,1,0,0,0,NA,0,0,,0,0,0,2,0,0,0,1,0,5,0.3,2021-10-21T00:00:00Z,Regular Season,2022,0,0,0,2,NA
Josh Okogie,MIN,H,NOP,L,11:20,0,2,0,0,1,0,1,4,.250,1,1,2,1,1,0,1,1,1,-10,-0.3,2021-10-25T00:00:00Z,Regular Season,2022,0.133,0.304,2.3,3,4087904
Josh Okogie,MIN,H,NOP,W,18:21,0,1,0,0,0,NA,0,2,.000,1,4,5,3,2,0,0,3,0,8,3.3,2021-10-23T00:00:00Z,Regular Season,2022,0,0.304,2.3,3,4087904
Josh Okogie,MIN,H,HOU,W,21:11,2,5,0.4,0,1,0,2,2,1.000,2,3,5,0,2,2,0,1,6,20,8.6,2021-10-20T00:00:00Z,Regular Season,2022,0.51,0.304,2.3,3,4087904
Brandon Clarke,MEM,A,LAL,L,12:39,2,5,0.4,0,1,0,0,0,,1,3,4,1,0,1,1,2,4,-6,2.5,2021-10-24T00:00:00Z,Regular Season,2022,0.4,0.505,4.3,3,2726880
Brandon Clarke,MEM,A,LAC,W,21:11,1,4,0.25,0,0,NA,1,2,.500,2,4,6,2,0,0,0,2,3,-9,3.4,2021-10-23T00:00:00Z,Regular Season,2022,0.307,0.505,4.3,3,2726880
Brandon Clarke,MEM,H,CLE,W,11:37,3,3,1,0,0,NA,0,0,,1,2,3,1,0,1,0,2,6,15,7,2021-10-20T00:00:00Z,Regular Season,2022,1,0.505,4.3,3,2726880
PJ Dozier,DEN,H,CLE,L,9:56,1,3,0.333,0,1,0,0,0,,0,1,1,1,1,0,0,2,2,-13,1.5,2021-10-25T00:00:00Z,Regular Season,2022,0.333,0.663,6.3,3,NA
PJ Dozier,DEN,H,SAS,W,21:19,3,6,0.5,1,3,0.333,0,1,.000,0,2,2,3,0,0,0,0,7,6,6.3,2021-10-22T00:00:00Z,Regular Season,2022,0.543,0.663,6.3,3,NA
PJ Dozier,DEN,A,PHX,W,20:48,3,4,0.75,3,4,0.75,1,2,.500,1,4,5,1,1,0,1,2,10,-7,9.8,2021-10-20T00:00:00Z,Regular Season,2022,1.025,0.663,6.3,3,NA
Jake Layman,MIN,H,HOU,W,4:40,1,3,0.333,0,1,0,0,0,,0,0,0,0,0,0,0,0,2,-11,0.3,2021-10-20T00:00:00Z,Regular Season,2022,0.333,0.333,2,1,3940184
Reggie Bullock,DAL,A,TOR,W,17:03,0,3,0,0,2,0,1,2,.500,0,3,3,0,0,0,0,1,1,-1,-1,2021-10-23T00:00:00Z,Regular Season,2022,0.129,0.254,2,2,9536000
Reggie Bullock,DAL,A,ATL,L,15:02,1,4,0.25,1,3,0.333,0,0,,0,1,1,0,0,0,1,1,3,-6,-0.5,2021-10-21T00:00:00Z,Regular Season,2022,0.375,0.254,2,2,9536000
Patrick Williams,CHI,A,TOR,W,25:51,2,3,0.667,0,0,NA,0,0,,0,0,0,2,1,2,0,2,4,-4,5.7,2021-10-25T00:00:00Z,Regular Season,2022,0.667,0.715,6.8,4,7422000
Patrick Williams,CHI,H,DET,W,29:33,4,7,0.571,1,3,0.333,0,0,,0,4,4,1,0,0,1,0,9,6,6.6,2021-10-23T00:00:00Z,Regular Season,2022,0.643,0.715,6.8,4,7422000
Patrick Williams,CHI,H,NOP,W,24:25,3,5,0.6,2,2,1,0,0,,1,3,4,0,1,0,0,4,8,-4,6.7,2021-10-22T00:00:00Z,Regular Season,2022,0.8,0.715,6.8,4,7422000
Patrick Williams,CHI,A,DET,W,28:26,2,3,0.667,0,0,NA,2,2,1.000,0,1,1,0,0,0,1,2,6,12,3.2,2021-10-20T00:00:00Z,Regular Season,2022,0.773,0.715,6.8,4,7422000
Joe Harris,BKN,H,WAS,W,30:22,3,12,0.25,3,11,0.273,2,2,1.000,1,7,8,2,0,0,1,2,11,13,6.2,2021-10-25T00:00:00Z,Regular Season,2022,0.427,0.479,10.3,4,17357143
Joe Harris,BKN,H,CHA,L,27:46,3,6,0.5,1,3,0.333,0,0,,1,3,4,0,1,0,1,5,7,-17,3.6,2021-10-24T00:00:00Z,Regular Season,2022,0.583,0.479,10.3,4,17357143
Joe Harris,BKN,A,PHI,W,33:02,5,14,0.357,3,10,0.3,1,2,.500,1,4,5,1,1,0,4,2,14,-3,4.6,2021-10-22T00:00:00Z,Regular Season,2022,0.47,0.479,10.3,4,17357143
Joe Harris,BKN,A,MIL,L,30:46,3,9,0.333,3,5,0.6,0,0,,0,2,2,2,0,0,2,1,9,0,3.5,2021-10-19T00:00:00Z,Regular Season,2022,0.5,0.479,10.3,4,17357143
R.J. Hampton,ORL,A,MIA,L,25:42,4,8,0.5,2,3,0.667,2,4,.500,0,6,6,4,1,1,1,2,12,-12,11.7,2021-10-25T00:00:00Z,Regular Season,2022,0.615,0.45,8.3,4,2303040
R.J. Hampton,ORL,A,NYK,W,15:44,3,12,0.25,1,5,0.2,0,0,,0,2,2,0,0,0,0,2,7,3,-0.4,2021-10-24T00:00:00Z,Regular Season,2022,0.292,0.45,8.3,4,2303040
R.J. Hampton,ORL,H,NYK,L,19:57,3,6,0.5,2,3,0.667,0,0,,1,3,4,2,0,0,2,2,8,-10,5.2,2021-10-22T00:00:00Z,Regular Season,2022,0.667,0.45,8.3,4,2303040
R.J. Hampton,ORL,A,SAS,L,26:29,2,8,0.25,1,2,0.5,1,2,.500,0,7,7,3,1,0,2,1,6,-22,3.6,2021-10-20T00:00:00Z,Regular Season,2022,0.338,0.45,8.3,4,2303040
Drew Eubanks,SAS,H,MIL,L,12:37,2,4,0.5,0,0,NA,0,0,,1,3,4,1,0,1,2,0,4,7,3,2021-10-23T00:00:00Z,Regular Season,2022,0.5,0.625,3.3,3,1762796
Drew Eubanks,SAS,A,DEN,L,12:42,2,2,1,0,0,NA,0,0,,1,3,4,2,0,0,3,4,4,-11,1.8,2021-10-22T00:00:00Z,Regular Season,2022,1,0.625,3.3,3,1762796
Drew Eubanks,SAS,H,ORL,W,13:47,1,2,0.5,0,0,NA,0,0,,2,4,6,2,0,1,1,2,2,15,3.9,2021-10-20T00:00:00Z,Regular Season,2022,0.5,0.625,3.3,3,1762796
Jaden McDaniels,MIN,H,NOP,L,32:32,1,5,0.2,1,4,0.25,0,0,,1,1,2,0,1,2,0,0,3,3,3.3,2021-10-25T00:00:00Z,Regular Season,2022,0.3,0.367,3.7,3,2063280
Jaden McDaniels,MIN,H,NOP,W,27:19,2,7,0.286,0,2,0,0,0,,3,3,6,0,0,2,1,4,4,2,1.7,2021-10-23T00:00:00Z,Regular Season,2022,0.286,0.367,3.7,3,2063280
Jaden McDaniels,MIN,H,HOU,W,25:31,2,3,0.667,0,1,0,0,0,,0,4,4,1,4,2,1,3,4,26,7.8,2021-10-20T00:00:00Z,Regular Season,2022,0.667,0.367,3.7,3,2063280
Duncan Robinson,MIA,H,ORL,W,27:28,3,10,0.3,2,8,0.25,2,2,1.000,0,5,5,3,0,0,2,2,10,2,5,2021-10-25T00:00:00Z,Regular Season,2022,0.46,0.511,10.7,3,15560000
Duncan Robinson,MIA,A,IND,L,36:57,5,10,0.5,4,9,0.444,0,0,,0,5,5,2,0,1,2,4,14,-9,9,2021-10-23T00:00:00Z,Regular Season,2022,0.7,0.511,10.7,3,15560000
Duncan Robinson,MIA,H,MIL,W,23:30,3,10,0.3,2,8,0.25,0,1,.000,0,6,6,2,1,0,0,2,8,29,5.2,2021-10-21T00:00:00Z,Regular Season,2022,0.383,0.511,10.7,3,15560000
Buddy Hield,SAC,H,GSW,L,25:03,2,11,0.182,2,10,0.2,0,0,,1,3,4,3,0,0,2,3,6,-12,-0.4,2021-10-24T00:00:00Z,Regular Season,2022,0.273,0.55,15.7,3,22477273
Buddy Hield,SAC,H,UTA,L,26:03,9,21,0.429,6,15,0.4,0,0,,2,5,7,1,0,0,4,2,24,0,11.7,2021-10-22T00:00:00Z,Regular Season,2022,0.571,0.55,15.7,3,22477273
Buddy Hield,SAC,A,POR,W,30:52,5,9,0.556,4,7,0.571,3,4,.750,0,6,6,2,0,0,0,2,17,5,14.7,2021-10-20T00:00:00Z,Regular Season,2022,0.79,0.55,15.7,3,22477273
Facundo Campazzo,DEN,H,CLE,L,17:37,1,4,0.25,1,4,0.25,0,0,,1,1,2,3,1,0,1,3,3,-11,2.5,2021-10-25T00:00:00Z,Regular Season,2022,0.375,0.367,3.7,3,3804150
Facundo Campazzo,DEN,H,SAS,W,18:53,4,8,0.5,0,3,0,0,0,,0,4,4,4,1,1,1,1,8,6,8.3,2021-10-22T00:00:00Z,Regular Season,2022,0.5,0.367,3.7,3,3804150
Facundo Campazzo,DEN,A,PHX,W,19:34,0,3,0,0,1,0,0,0,,0,3,3,4,2,0,2,1,0,-6,1.2,2021-10-20T00:00:00Z,Regular Season,2022,0,0.367,3.7,3,3804150
Matisse Thybulle,PHI,A,OKC,W,20:01,1,4,0.25,1,3,0.333,0,0,,1,3,4,1,1,3,1,2,3,11,4.2,2021-10-24T00:00:00Z,Regular Season,2022,0.375,0.45,3,3,2840160
Matisse Thybulle,PHI,H,BKN,L,23:26,2,3,0.667,0,1,0,0,0,,0,1,1,3,1,0,2,2,4,-1,3.3,2021-10-22T00:00:00Z,Regular Season,2022,0.667,0.45,3,3,2840160
Matisse Thybulle,PHI,A,NOP,W,27:21,1,3,0.333,0,1,0,0,0,,0,1,1,0,4,1,1,0,2,15,4.3,2021-10-20T00:00:00Z,Regular Season,2022,0.333,0.45,3,3,2840160
Obi Toppin,NYK,H,ORL,L,12:18,1,4,0.25,0,3,0,0,0,,1,1,2,1,0,0,1,4,2,-5,-1.3,2021-10-24T00:00:00Z,Regular Season,2022,0.25,0.591,9.7,3,5105160
Obi Toppin,NYK,A,ORL,W,23:21,5,8,0.625,2,4,0.5,1,5,.200,0,2,2,2,2,1,0,3,13,14,11.3,2021-10-22T00:00:00Z,Regular Season,2022,0.637,0.591,9.7,3,5105160
Obi Toppin,NYK,H,BOS,W,28:23,6,9,0.667,0,3,0,2,3,.667,2,3,5,0,0,1,1,1,14,4,11.3,2021-10-20T00:00:00Z,Regular Season,2022,0.678,0.591,9.7,3,5105160
Grayson Allen,MIL,A,IND,W,31:45,5,11,0.455,4,9,0.444,5,5,1.000,0,4,4,0,1,1,1,3,19,3,14,2021-10-25T00:00:00Z,Regular Season,2022,0.72,0.57,13.3,4,4054695
Grayson Allen,MIL,A,SAS,W,26:01,4,11,0.364,2,8,0.25,0,0,,0,5,5,1,1,0,0,0,10,1,7.1,2021-10-23T00:00:00Z,Regular Season,2022,0.455,0.57,13.3,4,4054695
Grayson Allen,MIL,A,MIA,L,28:38,5,11,0.455,2,8,0.25,2,2,1.000,0,3,3,1,0,0,1,2,14,-18,8.1,2021-10-21T00:00:00Z,Regular Season,2022,0.589,0.57,13.3,4,4054695
Grayson Allen,MIL,H,BKN,W,27:43,3,10,0.3,3,10,0.3,1,1,1.000,0,4,4,6,2,0,0,0,10,23,11.6,2021-10-19T00:00:00Z,Regular Season,2022,0.479,0.57,13.3,4,4054695
Gary Payton,GSW,A,SAC,W,17:17,4,6,0.667,2,2,1,0,0,,1,0,1,0,1,0,0,1,10,6,8.7,2021-10-24T00:00:00Z,Regular Season,2022,0.833,0.714,3.3,3,1939350
Gary Payton,GSW,H,LAC,W,0:03,0,0,NA,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,0,0,2021-10-21T00:00:00Z,Regular Season,2022,NA,0.714,3.3,3,1939350
Gary Payton,GSW,A,LAL,W,0:07,0,1,0,0,0,NA,0,0,,0,0,0,0,0,0,0,0,0,0,-0.7,2021-10-19T00:00:00Z,Regular Season,2022,0,0.714,3.3,3,1939350
Fred VanVleet,TOR,H,CHI,L,42:44,6,13,0.462,1,4,0.25,2,2,1.000,2,4,6,17,2,0,8,2,15,-8,16,2021-10-25T00:00:00Z,Regular Season,2022,0.54,0.447,14.5,4,19675926
Fred VanVleet,TOR,H,DAL,L,38:53,8,17,0.471,2,9,0.222,2,5,.400,0,5,5,5,1,0,3,4,20,5,11.5,2021-10-23T00:00:00Z,Regular Season,2022,0.521,0.447,14.5,4,19675926
Fred VanVleet,TOR,A,BOS,W,36:58,3,10,0.3,2,5,0.4,3,3,1.000,2,2,4,9,3,1,4,2,11,25,12.4,2021-10-22T00:00:00Z,Regular Season,2022,0.486,0.447,14.5,4,19675926
Fred VanVleet,TOR,H,WAS,L,34:43,5,20,0.25,1,9,0.111,1,1,1.000,1,2,3,4,2,1,3,1,12,-22,3.4,2021-10-20T00:00:00Z,Regular Season,2022,0.294,0.447,14.5,4,19675926
Tyrese Haliburton,SAC,H,GSW,L,29:52,3,9,0.333,2,6,0.333,0,0,,1,6,7,9,0,2,2,1,8,-2,10.7,2021-10-24T00:00:00Z,Regular Season,2022,0.444,0.473,8.3,3,4023600
Tyrese Haliburton,SAC,H,UTA,L,35:01,7,12,0.583,0,2,0,1,1,1.000,0,3,3,6,3,1,2,0,15,-17,16.2,2021-10-22T00:00:00Z,Regular Season,2022,0.603,0.473,8.3,3,4023600
Tyrese Haliburton,SAC,A,POR,W,28:36,1,5,0.2,0,1,0,0,0,,0,2,2,4,1,0,1,2,2,8,1.5,2021-10-20T00:00:00Z,Regular Season,2022,0.2,0.473,8.3,3,4023600
KZ Okpala,MIA,H,ORL,W,1:38,0,0,NA,0,0,NA,0,0,,0,1,1,0,0,0,0,0,0,-1,0.3,2021-10-25T00:00:00Z,Regular Season,2022,NA,0.75,1.5,2,1782621
KZ Okpala,MIA,H,MIL,W,8:15,1,2,0.5,1,1,1,0,0,,0,1,1,0,0,0,0,1,3,4,1.9,2021-10-21T00:00:00Z,Regular Season,2022,0.75,0.75,1.5,2,1782621
Joel Embiid,PHI,A,OKC,W,33:17,8,15,0.533,2,5,0.4,4,6,.667,1,8,9,6,1,3,0,2,22,10,23.5,2021-10-24T00:00:00Z,Regular Season,2022,0.624,0.574,21,3,31579390
Joel Embiid,PHI,H,BKN,L,29:43,6,15,0.4,2,5,0.4,5,6,.833,2,6,8,4,2,4,3,4,19,-4,16.7,2021-10-22T00:00:00Z,Regular Season,2022,0.539,0.574,21,3,31579390
Joel Embiid,PHI,A,NOP,W,25:42,8,17,0.471,2,3,0.667,4,6,.667,1,5,6,5,1,1,1,3,22,4,17.7,2021-10-20T00:00:00Z,Regular Season,2022,0.56,0.574,21,3,31579390
CJ Elleby,POR,A,LAC,L,8:50,0,0,NA,0,0,NA,0,0,,0,2,2,0,0,0,2,1,0,5,-1.8,2021-10-25T00:00:00Z,Regular Season,2022,NA,0.2,1,2,1517981
CJ Elleby,POR,H,PHX,W,8:04,1,5,0.2,0,1,0,0,0,,0,3,3,1,0,0,0,2,2,-6,-0.3,2021-10-23T00:00:00Z,Regular Season,2022,0.2,0.2,1,2,1517981
