row_names,team1,team1_moneyline,team1_spread,team2,team2_moneyline,team2_spread,pts_bet,date
1,Boston Celtics,165,4.5,Philadelphia 76ers,-195,-4.5,220.5,2021-01-20
2,Brooklyn Nets,-575,-10.5,Cleveland Cavaliers,425,10.5,226.5,2021-01-20
3,Dallas Mavericks,-140,-2.5,Indiana Pacers,120,2.5,221.5,2021-01-20
4,Detroit Pistons,170,4.5,Atlanta Hawks,-200,-4.5,221,2021-01-20
5,Miami Heat,150,3.5,Toronto Raptors,-180,-3.5,222.5,2021-01-20
6,Orlando Magic,-180,-4,Minnesota Timberwolves,150,4,219.5,2021-01-20
7,Phoenix Suns,-220,-5.5,Houston Rockets,180,5.5,219,2021-01-20
8,Sacramento Kings,420,10,Los Angeles Clippers,-570,-10,230.5,2021-01-20
9,San Antonio Spurs,-105,1,Golden State Warriors,-115,-1,228,2021-01-20
10,Los Angeles Lakers,100,1.5,Milwaukee Bucks,-120,-1.5,228.5,2021-01-21
11,New York Knicks,160,5,Golden State Warriors,-190,-5,214.5,2021-01-21
12,New Orleans Pelicans,230,7,Utah Jazz,-280,-7,216.5,2021-01-21
13,Chicago Bulls,125,3,Charlotte Hornets,-145,-3,228.5,2021-01-22
14,Orlando Magic,145,4,Indiana Pacers,-175,-4,217,2021-01-22
15,Houston Rockets,125,2.5,Detroit Pistons,-145,-2.5,214.5,2021-01-22
16,Boston Celtics,155,4.5,Philadelphia 76ers,-185,-4.5,222,2021-01-22
17,Miami Heat,110,2,Toronto Raptors,-130,-2,221.5,2021-01-22
18,Brooklyn Nets,-265,-7,Cleveland Cavaliers,215,7,223,2021-01-22
19,Atlanta Hawks,-225,-6,Minnesota Timberwolves,185,6,225.5,2021-01-22
20,Dallas Mavericks,-130,-2,San Antonio Spurs,110,2,223,2021-01-22
21,Oklahoma City Thunder,800,13,Los Angeles Clippers,-1300,-13,219.5,2021-01-22
22,New York Knicks,140,4,Sacramento Kings,-170,-4,218.5,2021-01-22
23,Denver Nuggets,100,1.5,Phoenix Suns,-120,-1.5,220,2021-01-22
24,Philadelphia 76ers,-290,-6.5,Detroit Pistons,235,6.5,218,2021-01-23
25,Miami Heat,270,7.5,Brooklyn Nets,-340,-7.5,232.5,2021-01-23
26,New Orleans Pelicans,-340,-8,Minnesota Timberwolves,270,8,220.5,2021-01-23
27,Golden State Warriors,250,7.5,Utah Jazz,-310,-7.5,227.5,2021-01-23
28,Los Angeles Lakers,-495,-9.5,Chicago Bulls,370,9.5,227.5,2021-01-23
29,Houston Rockets,350,9,Dallas Mavericks,-450,-9,219,2021-01-23
30,Denver Nuggets,-135,-3,Phoenix Suns,115,3,217,2021-01-23
31,Oklahoma City Thunder,700,13,Los Angeles Clippers,-1000,-13,221.5,2021-01-24
32,Cleveland Cavaliers,190,6,Boston Celtics,-240,-6,212,2021-01-24
33,Charlotte Hornets,-105,1,Orlando Magic,-115,-1,214,2021-01-24
34,Washington Wizards,235,7,San Antonio Spurs,-290,-7,230.5,2021-01-24
35,Atlanta Hawks,305,8.5,Milwaukee Bucks,-390,-8.5,230,2021-01-24
36,New York Knicks,140,4,Portland TrailBlazers,-170,-4,215,2021-01-24
37,Charlotte Hornets,-,1,Orlando Magic,-,-1,212.5,2021-01-25
38,Philadelphia 76ers,-260,-6.5,Detroit Pistons,210,6.5,217,2021-01-25
39,Toronto Raptors,115,2,Indiana Pacers,-135,-2,217,2021-01-25
40,Miami Heat,250,7.5,Brooklyn Nets,-310,-7.5,235.5,2021-01-25
41,Los Angeles Lakers,-600,-10.5,Cleveland Cavaliers,450,10.5,212.5,2021-01-25
42,Denver Nuggets,-125,-2,Dallas Mavericks,105,2,223,2021-01-25
43,San Antonio Spurs,130,3,New Orleans Pelicans,-155,-3,223.5,2021-01-25
44,Boston Celtics,-180,-4,Chicago Bulls,150,4,228,2021-01-25
45,Oklahoma City Thunder,185,5.5,Portland TrailBlazers,-225,-5.5,224.5,2021-01-25
46,Minnesota Timberwolves,310,8.5,Golden State Warriors,-400,-8.5,227,2021-01-25
47,Los Angeles Clippers,170,5,Atlanta Hawks,-200,-5,221.5,2021-01-26
48,Washington Wizards,140,4,Houston Rockets,-170,-4,231.5,2021-01-26
49,New York Knicks,475,11,Utah Jazz,-650,-11,212,2021-01-26
50,Detroit Pistons,115,3,Cleveland Cavaliers,-135,-3,215,2021-01-27
51,Sacramento Kings,-105,1,Orlando Magic,-115,-1,224,2021-01-27
52,Indiana Pacers,-130,-2,Charlotte Hornets,110,2,220,2021-01-27
53,Milwaukee Bucks,-280,-7,Toronto Raptors,230,7,228,2021-01-27
54,Brooklyn Nets,-250,-6.5,Atlanta Hawks,200,6.5,239,2021-01-27
55,Los Angeles Lakers,-165,-3.5,Philadelphia 76ers,140,3.5,222,2021-01-27
56,Denver Nuggets,-225,-6,Miami Heat,185,6,219.5,2021-01-27
57,Boston Celtics,-180,-4,San Antonio Spurs,150,4,222.5,2021-01-27
58,Washington Wizards,260,7.5,New Orleans Pelicans,-320,-7.5,228,2021-01-27
59,Oklahoma City Thunder,245,7.5,Phoenix Suns,-305,-7.5,216,2021-01-27
60,Minnesota Timberwolves,320,9,Golden State Warriors,-420,-9,228.5,2021-01-27
61,Portland TrailBlazers,170,5.5,Houston Rockets,-200,-5.5,229,2021-01-28
62,Los Angeles Clippers,165,4.5,Miami Heat,-195,-4.5,213.5,2021-01-28
63,Los Angeles Lakers,-330,-7,Detroit Pistons,265,7,213.5,2021-01-28
64,Golden State Warriors,120,2.5,Phoenix Suns,-140,-2.5,220.5,2021-01-28
65,Atlanta Hawks,-170,-3.5,Washington Wizards,140,3.5,234.5,2021-01-29
66,Indiana Pacers,-160,-4,Charlotte Hornets,135,4,221.5,2021-01-29
67,Sacramento Kings,180,5.5,Toronto Raptors,-220,-5.5,229,2021-01-29
68,Milwaukee Bucks,-290,-7,New Orleans Pelicans,235,7,230,2021-01-29
69,Cleveland Cavaliers,-115,-1,New York Knicks,-105,1,209,2021-01-29
70,Los Angeles Clippers,-200,-5,Orlando Magic,170,5,217,2021-01-29
71,Brooklyn Nets,-290,-7,Oklahoma City Thunder,235,7,230,2021-01-29
72,Philadelphia 76ers,-265,-7,Minnesota Timberwolves,215,7,224,2021-01-29
73,Denver Nuggets,-185,-4.5,San Antonio Spurs,155,4.5,222,2021-01-29
74,Dallas Mavericks,140,4,Utah Jazz,-170,-4,222,2021-01-29
75,Portland TrailBlazers,120,2.5,Chicago Bulls,-140,-2.5,233.5,2021-01-30
76,Milwaukee Bucks,-420,-8.5,Charlotte Hornets,320,8.5,230.5,2021-01-30
77,Houston Rockets,-115,-1,New Orleans Pelicans,-105,1,222.5,2021-01-30
78,Sacramento Kings,160,4.5,Miami Heat,-190,-4.5,225,2021-01-30
79,Los Angeles Lakers,-140,-2.5,Boston Celtics,120,2.5,218,2021-01-30
80,Memphis Grizzlies,145,4,San Antonio Spurs,-170,-4,219,2021-01-30
81,Phoenix Suns,105,1.5,Dallas Mavericks,-125,-1.5,215,2021-01-30
82,Detroit Pistons,170,5,Golden State Warriors,-200,-5,224,2021-01-30
83,Utah Jazz,-150,-3,Denver Nuggets,130,3,221,2021-01-31
84,Philadelphia 76ers,-130,-1.5,Indiana Pacers,110,1.5,223,2021-01-31
85,Orlando Magic,190,6,Toronto Raptors,-235,-6,215.5,2021-01-31
86,Brooklyn Nets,-270,-6,Washington Wizards,220,6,245.5,2021-01-31
87,Cleveland Cavaliers,-155,-3.5,Minnesota Timberwolves,130,3.5,218,2021-01-31
88,Atlanta Hawks,180,5.5,Los Angeles Lakers,-225,-5.5,218.5,2021-02-01
89,Charlotte Hornets,205,6,Miami Heat,-255,-6,217,2021-02-01
90,Minnesota Timberwolves,165,4.5,Cleveland Cavaliers,-195,-4.5,219,2021-02-01
91,Sacramento Kings,130,3.5,New Orleans Pelicans,-155,-3.5,233,2021-02-01
92,New York Knicks,150,4,Chicago Bulls,-180,-4,218.5,2021-02-01
93,Houston Rockets,-210,-5,Oklahoma City Thunder,175,5,223.5,2021-02-01
94,Portland TrailBlazers,355,9.5,Milwaukee Bucks,-460,-9.5,236,2021-02-01
95,Memphis Grizzlies,140,3.5,San Antonio Spurs,-165,-3.5,221,2021-02-01
96,Phoenix Suns,130,3,Dallas Mavericks,-150,-3,216.5,2021-02-01
97,Detroit Pistons,315,8.5,Denver Nuggets,-410,-8.5,217.5,2021-02-01
98,Toronto Raptors,-250,-6,Orlando Magic,200,6,214,2021-02-02
99,Los Angeles Clippers,-125,-1.5,Brooklyn Nets,105,1.5,241.5,2021-02-02
100,Memphis Grizzlies,165,5,Indiana Pacers,-195,-5,223,2021-02-02
101,Portland TrailBlazers,120,2.5,Washington Wizards,-140,-2.5,240.5,2021-02-02
102,Detroit Pistons,620,12,Utah Jazz,-870,-12,218,2021-02-02
103,Boston Celtics,-140,-3,Golden State Warriors,120,3,226.5,2021-02-02
104,Indiana Pacers,295,8.5,Milwaukee Bucks,-370,-8.5,233,2021-02-03
105,Philadelphia 76ers,-275,-7,Charlotte Hornets,225,7,223.5,2021-02-03
106,Dallas Mavericks,-125,-1.5,Atlanta Hawks,105,1.5,223.5,2021-02-03
107,Los Angeles Clippers,-340,-8,Cleveland Cavaliers,270,8,219,2021-02-03
108,Washington Wizards,350,9.5,Miami Heat,-450,-9.5,228.5,2021-02-03
109,Houston Rockets,-290,-8,Oklahoma City Thunder,235,8,222,2021-02-03
110,New York Knicks,105,1.5,Chicago Bulls,-125,-1.5,216.5,2021-02-03
111,Minnesota Timberwolves,280,8.5,San Antonio Spurs,-350,-8.5,223.5,2021-02-03
112,Phoenix Suns,-170,-3.5,New Orleans Pelicans,140,3.5,223.5,2021-02-03
113,Boston Celtics,-125,-1.5,Sacramento Kings,105,1.5,226,2021-02-03
114,Indiana Pacers,295,8.5,Milwaukee Bucks,-370,-8.5,233,2021-02-03
115,Philadelphia 76ers,-275,-7,Charlotte Hornets,225,7,223.5,2021-02-03
116,Dallas Mavericks,-125,-1.5,Atlanta Hawks,105,1.5,223.5,2021-02-03
117,Los Angeles Clippers,-340,-8,Cleveland Cavaliers,270,8,219,2021-02-03
118,Washington Wizards,350,9.5,Miami Heat,-450,-9.5,228.5,2021-02-03
119,Houston Rockets,-290,-8,Oklahoma City Thunder,235,8,222,2021-02-03
120,New York Knicks,105,1.5,Chicago Bulls,-125,-1.5,216.5,2021-02-03
121,Minnesota Timberwolves,280,8.5,San Antonio Spurs,-350,-8.5,223.5,2021-02-03
122,Phoenix Suns,-170,-3.5,New Orleans Pelicans,140,3.5,223.5,2021-02-03
123,Boston Celtics,-125,-1.5,Sacramento Kings,105,1.5,226,2021-02-03
124,Golden State Warriors,125,2.5,Dallas Mavericks,-145,-2.5,228.5,2021-02-04
125,Utah Jazz,-330,-7.5,Atlanta Hawks,265,7.5,227,2021-02-04
126,Portland TrailBlazers,295,8.5,Philadelphia 76ers,-370,-8.5,225.5,2021-02-04
127,Houston Rockets,120,2.5,Memphis Grizzlies,-140,-2.5,224,2021-02-04
128,Denver Nuggets,175,5,Los Angeles Lakers,-210,-5,216.5,2021-02-04
129,Chicago Bulls,-130,-2,Orlando Magic,110,2,223.5,2021-02-05
130,New Orleans Pelicans,105,1,Indiana Pacers,-125,-1,228.5,2021-02-05
131,Milwaukee Bucks,-600,-10.5,Cleveland Cavaliers,450,10.5,226,2021-02-05
132,Toronto Raptors,175,5,Brooklyn Nets,-210,-5,240.5,2021-02-05
133,Utah Jazz,-350,-8,Charlotte Hornets,280,8,223,2021-02-05
134,Minnesota Timberwolves,-115,-1,Oklahoma City Thunder,-105,1,220,2021-02-05
135,Washington Wizards,220,6.5,Miami Heat,-270,-6.5,230,2021-02-05
136,Detroit Pistons,265,7.5,Phoenix Suns,-330,-7.5,214,2021-02-05
137,Boston Celtics,220,6.5,Los Angeles Clippers,-270,-6.5,220,2021-02-05
138,Denver Nuggets,-160,-3.5,Sacramento Kings,135,3.5,228,2021-02-06
139,Chicago Bulls,-120,-1.5,Orlando Magic,100,1.5,224.5,2021-02-06
140,Brooklyn Nets,155,4.5,Philadelphia 76ers,-185,-4.5,236.5,2021-02-06
141,Toronto Raptors,-185,-4.5,Atlanta Hawks,155,4.5,222.5,2021-02-06
142,Milwaukee Bucks,-590,-10.5,Cleveland Cavaliers,440,10.5,228,2021-02-06
143,Minnesota Timberwolves,-105,1,Oklahoma City Thunder,-115,-1,219.5,2021-02-06
144,San Antonio Spurs,-115,-1,Houston Rockets,-105,1,224.5,2021-02-06
145,Golden State Warriors,140,4,Dallas Mavericks,-170,-4,231.5,2021-02-06
146,Memphis Grizzlies,105,1.5,New Orleans Pelicans,-125,-1.5,226.5,2021-02-06
147,Detroit Pistons,775,14,Los Angeles Lakers,-1250,-14,213,2021-02-06
148,Boston Celtics,130,3,Phoenix Suns,-150,-3,215,2021-02-07
149,Sacramento Kings,310,8.5,Los Angeles Clippers,-400,-8.5,228,2021-02-07
150,Houston Rockets,-145,-2.5,Charlotte Hornets,125,2.5,222,2021-02-08
151,Toronto Raptors,-145,-3,Memphis Grizzlies,125,3,224.5,2021-02-08
152,Washington Wizards,120,2.5,Chicago Bulls,-140,-2.5,236,2021-02-08
153,Golden State Warriors,-,PK,San Antonio Spurs,-,PK,233,2021-02-08
154,Minnesota Timberwolves,400,9.5,Dallas Mavericks,-550,-9.5,224.5,2021-02-08
155,Cleveland Cavaliers,250,7,Phoenix Suns,-310,-7,214,2021-02-08
156,Milwaukee Bucks,-180,-4,Denver Nuggets,150,4,230.5,2021-02-08
157,Oklahoma City Thunder,515,11,Los Angeles Lakers,-735,-11,216,2021-02-08
158,Brooklyn Nets,-260,-6.5,Detroit Pistons,210,6.5,229.5,2021-02-09
159,New York Knicks,205,6.5,Miami Heat,-255,-6.5,208.5,2021-02-09
160,Houston Rockets,195,6,New Orleans Pelicans,-245,-6,226,2021-02-09
161,Golden State Warriors,-105,1,San Antonio Spurs,-115,-1,229.5,2021-02-09
162,Philadelphia 76ers,-220,-5.5,Sacramento Kings,180,5.5,230,2021-02-09
163,Boston Celtics,195,6,Utah Jazz,-245,-6,220,2021-02-09
164,Orlando Magic,195,6,Portland TrailBlazers,-245,-6,219.5,2021-02-09
165,Toronto Raptors,-225,-5.5,Washington Wizards,185,5.5,232.5,2021-02-10
166,Atlanta Hawks,150,4,Dallas Mavericks,-180,-4,232,2021-02-10
167,Indiana Pacers,115,2.5,Brooklyn Nets,-135,-2.5,235,2021-02-10
168,Los Angeles Clippers,-600,-10.5,Minnesota Timberwolves,450,10.5,222.5,2021-02-10
169,Charlotte Hornets,140,4,Memphis Grizzlies,-170,-4,223.5,2021-02-10
170,New Orleans Pelicans,-160,-3,Chicago Bulls,135,3,230.5,2021-02-10
171,Cleveland Cavaliers,360,9.5,Denver Nuggets,-480,-9.5,219,2021-02-10
172,Oklahoma City Thunder,510,11,Los Angeles Lakers,-720,-11,217,2021-02-10
173,Milwaukee Bucks,-190,-4.5,Phoenix Suns,160,4.5,226.5,2021-02-10
174,Miami Heat,-135,-2,Houston Rockets,115,2,214.5,2021-02-11
175,Boston Celtics,-165,-3.5,Toronto Raptors,145,3.5,220.5,2021-02-11
176,Indiana Pacers,-140,-2.5,Detroit Pistons,120,2.5,216,2021-02-11
177,Philadelphia 76ers,-220,-5.5,Portland TrailBlazers,180,5.5,229.5,2021-02-11
178,Orlando Magic,260,8,Golden State Warriors,-320,-8,223,2021-02-11
179,Minnesota Timberwolves,135,3,Charlotte Hornets,-160,-3,227.5,2021-02-12
180,New York Knicks,-140,-2.5,Washington Wizards,120,2.5,218,2021-02-12
181,San Antonio Spurs,105,1.5,Atlanta Hawks,-125,-1.5,226.5,2021-02-12
182,New Orleans Pelicans,130,3,Dallas Mavericks,-150,-3,232.5,2021-02-12
183,Los Angeles Clippers,-255,-6.5,Chicago Bulls,205,6.5,228,2021-02-12
184,Detroit Pistons,300,8,Boston Celtics,-380,-8,215,2021-02-12
185,Milwaukee Bucks,130,3,Utah Jazz,-150,-3,233,2021-02-12
186,Oklahoma City Thunder,575,11.5,Denver Nuggets,-825,-11.5,221.5,2021-02-12
187,Orlando Magic,315,8.5,Sacramento Kings,-410,-8.5,223.5,2021-02-12
188,Memphis Grizzlies,235,7,Los Angeles Lakers,-290,-7,219,2021-02-12
189,Cleveland Cavaliers,140,3.5,Portland TrailBlazers,-165,-3.5,222,2021-02-12
190,Philadelphia 76ers,-,-1,Phoenix Suns,-,1,222,2021-02-13
191,Indiana Pacers,-125,-1.5,Atlanta Hawks,105,1.5,224.5,2021-02-13
192,Houston Rockets,-,PK,New York Knicks,-,PK,212,2021-02-13
193,Brooklyn Nets,-170,-4,Golden State Warriors,145,4,246,2021-02-13
194,Miami Heat,195,6,Utah Jazz,-245,-6,216,2021-02-13
195,Boston Celtics,-260,-6.5,Washington Wizards,210,6.5,229.5,2021-02-14
196,Minnesota Timberwolves,295,8,Toronto Raptors,-370,-8,229.5,2021-02-14
197,San Antonio Spurs,-130,-2,Charlotte Hornets,110,2,229,2021-02-14
198,New Orleans Pelicans,-185,-4.5,Detroit Pistons,155,4.5,220.5,2021-02-14
199,Portland TrailBlazers,175,5,Dallas Mavericks,-210,-5,236,2021-02-14
200,Milwaukee Bucks,-840,-11.5,Oklahoma City Thunder,590,11.5,228.5,2021-02-14
201,Orlando Magic,430,10,Phoenix Suns,-580,-10,214.5,2021-02-14
202,Los Angeles Lakers,-150,-3,Denver Nuggets,130,3,217,2021-02-14
203,Memphis Grizzlies,-125,-1,Sacramento Kings,105,1,229,2021-02-14
204,Cleveland Cavaliers,545,11.5,Los Angeles Clippers,-795,-11.5,221,2021-02-14
205,Chicago Bulls,185,5.5,Indiana Pacers,-225,-5.5,226,2021-02-15
206,Houston Rockets,-,-1,Washington Wizards,-,1,228,2021-02-15
207,Atlanta Hawks,-130,-2,New York Knicks,110,2,217.5,2021-02-15
208,Philadelphia 76ers,270,8,Utah Jazz,-340,-8,226.5,2021-02-15
209,Miami Heat,140,3.5,Los Angeles Clippers,-165,-3.5,219,2021-02-15
210,Cleveland Cavaliers,315,9,Golden State Warriors,-410,-9,225,2021-02-15
211,Brooklyn Nets,-180,-4,Sacramento Kings,150,4,240.5,2021-02-15
212,Denver Nuggets,110,2,Boston Celtics,-130,-2,220.5,2021-02-16
213,New Orleans Pelicans,-,PK,Memphis Grizzlies,-,PK,232.5,2021-02-16
214,Toronto Raptors,195,6,Milwaukee Bucks,-245,-6,236,2021-02-16
215,Los Angeles Lakers,-270,-6.5,Minnesota Timberwolves,220,6.5,223,2021-02-16
216,Portland TrailBlazers,-235,-6,Oklahoma City Thunder,190,6,225,2021-02-16
217,Brooklyn Nets,175,5.5,Phoenix Suns,-210,-5.5,231.5,2021-02-16
218,New York Knicks,-180,-4.5,Orlando Magic,160,4.5,209.5,2021-02-17
219,Houston Rockets,475,10.5,Philadelphia 76ers,-650,-10.5,226.5,2021-02-17
220,Atlanta Hawks,110,2.5,Boston Celtics,-130,-2.5,224,2021-02-17
221,Denver Nuggets,-170,-4,Washington Wizards,145,4,234.5,2021-02-17
222,Indiana Pacers,-210,-6,Minnesota Timberwolves,175,6,225.5,2021-02-17
223,Detroit Pistons,130,3,Chicago Bulls,-150,-3,219.5,2021-02-17
224,Portland TrailBlazers,125,3,New Orleans Pelicans,-145,-3,236.5,2021-02-17
225,Oklahoma City Thunder,230,7,Memphis Grizzlies,-280,-7,226.5,2021-02-17
226,Miami Heat,100,1.5,Golden State Warriors,-120,-1.5,223,2021-02-17
227,Utah Jazz,-165,-4,Los Angeles Clippers,140,4,227.5,2021-02-17
228,Toronto Raptors,190,6,Milwaukee Bucks,-235,-6,235.5,2021-02-18
229,Brooklyn Nets,120,3,Los Angeles Lakers,-140,-3,232.5,2021-02-18
230,Miami Heat,-120,-1.5,Sacramento Kings,100,1.5,226.5,2021-02-18
231,Golden State Warriors,-185,-5,Orlando Magic,155,5,224,2021-02-19
232,Denver Nuggets,-360,-9,Cleveland Cavaliers,290,9,225.5,2021-02-19
233,Chicago Bulls,280,8,Philadelphia 76ers,-350,-8,228.5,2021-02-19
234,Atlanta Hawks,155,4.5,Boston Celtics,-185,-4.5,225.5,2021-02-19
235,Detroit Pistons,160,5,Memphis Grizzlies,-190,-5,219.5,2021-02-19
236,Oklahoma City Thunder,455,10.5,Milwaukee Bucks,-610,-10.5,230.5,2021-02-19
237,Phoenix Suns,-170,-4,New Orleans Pelicans,140,4,230.5,2021-02-19
238,Toronto Raptors,-155,-3,Minnesota Timberwolves,130,3,226,2021-02-19
239,Utah Jazz,-210,-5.5,Los Angeles Clippers,175,5.5,224.5,2021-02-19
240,Golden State Warriors,-130,-2,Charlotte Hornets,110,2,234.5,2021-02-20
241,Miami Heat,140,4,Los Angeles Lakers,-170,-4,209,2021-02-20
242,Phoenix Suns,-225,-5.5,Memphis Grizzlies,185,5.5,225.5,2021-02-20
243,Sacramento Kings,-125,-2,Chicago Bulls,105,2,235,2021-02-20
244,Washington Wizards,165,4.5,Portland TrailBlazers,-195,-4.5,242,2021-02-20
245,Boston Celtics,-140,-2.5,New Orleans Pelicans,120,2.5,231.5,2021-02-21
246,Philadelphia 76ers,-150,-3,Toronto Raptors,130,3,223,2021-02-21
247,Detroit Pistons,120,2.5,Orlando Magic,-140,-2.5,210.5,2021-02-21
248,Oklahoma City Thunder,-135,-3,Cleveland Cavaliers,115,3,219.5,2021-02-21
249,Minnesota Timberwolves,140,3.5,New York Knicks,-165,-3.5,216.5,2021-02-21
250,Denver Nuggets,-150,-3.5,Atlanta Hawks,130,3.5,232.5,2021-02-21
251,Brooklyn Nets,220,6.5,Los Angeles Clippers,-270,-6.5,236,2021-02-21
252,Sacramento Kings,420,10,Milwaukee Bucks,-570,-10,238.5,2021-02-21
253,Chicago Bulls,-,-1,Houston Rockets,-,1,227,2021-02-22
254,Memphis Grizzlies,170,5,Dallas Mavericks,-200,-5,232,2021-02-22
255,Miami Heat,-275,-6.5,Oklahoma City Thunder,225,6.5,212,2021-02-22
256,Portland TrailBlazers,200,6,Phoenix Suns,-250,-6,227,2021-02-22
257,Charlotte Hornets,630,12.5,Utah Jazz,-880,-12.5,227.5,2021-02-22
258,Washington Wizards,230,7,Los Angeles Lakers,-280,-7,227,2021-02-22
259,Atlanta Hawks,-305,-7.5,Cleveland Cavaliers,245,7.5,228,2021-02-23
260,Detroit Pistons,140,4.5,Orlando Magic,-170,-4.5,210.5,2021-02-23
261,Golden State Warriors,-150,-3.5,New York Knicks,130,3.5,220,2021-02-23
262,Boston Celtics,-130,-2,Dallas Mavericks,110,2,223.5,2021-02-23
263,Sacramento Kings,205,6.5,Brooklyn Nets,-255,-6.5,242.5,2021-02-23
264,Philadelphia 76ers,-125,-1.5,Toronto Raptors,105,1.5,222,2021-02-23
265,Minnesota Timberwolves,485,10.5,Milwaukee Bucks,-670,-10.5,232,2021-02-23
266,Portland TrailBlazers,200,6.5,Denver Nuggets,-250,-6.5,232,2021-02-23
267,Washington Wizards,650,12.5,Los Angeles Clippers,-1000,-12.5,233.5,2021-02-23
268,Golden State Warriors,105,2,Indiana Pacers,-125,-2,231,2021-02-24
269,Houston Rockets,-170,-4,Cleveland Cavaliers,140,4,220,2021-02-24
270,Boston Celtics,-130,-2.5,Atlanta Hawks,110,2.5,224.5,2021-02-24
271,Toronto Raptors,110,2,Miami Heat,-130,-2,213.5,2021-02-24
272,San Antonio Spurs,-115,-1,Oklahoma City Thunder,-105,1,217.5,2021-02-24
273,Minnesota Timberwolves,150,4.5,Chicago Bulls,-180,-4.5,228,2021-02-24
274,Detroit Pistons,355,9.5,New Orleans Pelicans,-460,-9.5,222.5,2021-02-24
275,Charlotte Hornets,385,10,Phoenix Suns,-520,-10,224.5,2021-02-24
276,Los Angeles Lakers,300,9,Utah Jazz,-400,-9,218.5,2021-02-24
277,Dallas Mavericks,170,5,Philadelphia 76ers,-200,-5,229.5,2021-02-25
278,Orlando Magic,325,9,Brooklyn Nets,-425,-9,229,2021-02-25
279,Sacramento Kings,105,1.5,New York Knicks,-125,-1.5,224.5,2021-02-25
280,Los Angeles Clippers,-360,-9,Memphis Grizzlies,290,9,225.5,2021-02-25
281,Washington Wizards,260,7.5,Denver Nuggets,-320,-7.5,238,2021-02-25
