row_names,team1,team1_moneyline,team1_spread,team2,team2_moneyline,team2_spread,pts_bet,date
599,Washington Wizards,+545,+11,Utah Jazz,-795,-11,234.5,2021-04-12
600,Chicago Bulls,+120,+2.5,Memphis Grizzlies,-140,-2.5,228.5,2021-04-12
601,Sacramento Kings,+120,+2.5,New Orleans Pelicans,-140,-2.5,235,2021-04-12
602,Denver Nuggets,-180,-4.5,Golden State Warriors,+150,+4.5,226,2021-04-12
603,Houston Rockets,+605,+12,Phoenix Suns,-855,-12,228.5,2021-04-12
604,Atlanta Hawks,+105,+1.5,Toronto Raptors,-125,-1.5,224,2021-04-13
605,Los Angeles Clippers,-160,-3,Indiana Pacers,+135,+3,232,2021-04-13
606,Los Angeles Lakers,+110,+2,Charlotte Hornets,-130,-2,208,2021-04-13
607,Oklahoma City Thunder,-,+16.5,Utah Jazz,-,-16.5,223,2021-04-13
608,Miami Heat,+130,+3.5,Phoenix Suns,-150,-3.5,216.5,2021-04-13
609,Boston Celtics,-105,+1,Portland TrailBlazers,-115,-1,230,2021-04-13
610,Brooklyn Nets,+270,+8,Philadelphia 76ers,-340,-8,225.5,2021-04-14
611,Cleveland Cavaliers,+135,+3,Charlotte Hornets,-160,-3,212.5,2021-04-14
612,San Antonio Spurs,-225,-6,Toronto Raptors,+185,+6,221.5,2021-04-14
613,Orlando Magic,+385,+9.5,Chicago Bulls,-520,-9.5,214,2021-04-14
614,New York Knicks,+125,+2.5,New Orleans Pelicans,-145,-2.5,219.5,2021-04-14
615,Los Angeles Clippers,-160,-3.5,Detroit Pistons,+135,+3.5,216.5,2021-04-14
616,Golden State Warriors,-790,-11,Oklahoma City Thunder,+540,+11,223.5,2021-04-14
617,Indiana Pacers,-195,-5,Houston Rockets,+165,+5,234,2021-04-14
618,Dallas Mavericks,-145,-3,Memphis Grizzlies,+125,+3,225.5,2021-04-14
619,Washington Wizards,-135,-2,Sacramento Kings,+115,+2,242,2021-04-14
620,Miami Heat,+165,+5,Denver Nuggets,-195,-5,210.5,2021-04-14
1,Milwaukee Bucks,-570,-10,Minnesota Timberwolves,+420,+10,233.5,2021-04-14
1,Milwaukee Bucks,-170,-4,Atlanta Hawks,+140,+4,230,2021-04-15
2,Golden State Warriors,-270,-6.5,Cleveland Cavaliers,+220,+6.5,224,2021-04-15
3,Boston Celtics,-245,-6.5,Los Angeles Lakers,+195,+6.5,212.5,2021-04-15
4,Sacramento Kings,+605,+13,Phoenix Suns,-855,-13,234,2021-04-15
1,Indiana Pacers,+390,+10,Utah Jazz,-530,-10,233.5,2021-04-16
2,Los Angeles Clippers,+130,+3,Philadelphia 76ers,-150,-3,220.5,2021-04-16
3,Oklahoma City Thunder,+130,+3,Detroit Pistons,-150,-3,216.5,2021-04-16
4,New Orleans Pelicans,-145,-2.5,Washington Wizards,+125,+2.5,242.5,2021-04-16
5,Charlotte Hornets,+600,+12.5,Brooklyn Nets,-850,-12.5,222.5,2021-04-16
6,Orlando Magic,+120,+2.5,Toronto Raptors,-140,-2.5,212,2021-04-16
7,Memphis Grizzlies,-170,-3.5,Chicago Bulls,+140,+3.5,220.5,2021-04-16
8,Miami Heat,-255,-6.5,Minnesota Timberwolves,+205,+6.5,221,2021-04-16
9,Denver Nuggets,-360,-9,Houston Rockets,+290,+9,226.5,2021-04-16
10,Portland TrailBlazers,-140,-3,San Antonio Spurs,+120,+3,234.5,2021-04-16
11,New York Knicks,+195,+6,Dallas Mavericks,-245,-6,211,2021-04-16
1,Indiana Pacers,+120,+2.5,Atlanta Hawks,-140,-2.5,234.5,2021-04-18
2,New Orleans Pelicans,+105,-1,New York Knicks,-125,+1,217,2021-04-18
3,Brooklyn Nets,-170,-4,Miami Heat,+145,+4,222,2021-04-18
4,Portland TrailBlazers,-170,-4,Charlotte Hornets,+145,+4,219.5,2021-04-18
5,Oklahoma City Thunder,+550,+11.5,Toronto Raptors,-800,-11.5,220.5,2021-04-18
6,Houston Rockets,-,+1,Orlando Magic,-,-1,219,2021-04-18
7,Sacramento Kings,+305,+8.5,Dallas Mavericks,-390,-8.5,230,2021-04-18
8,Minnesota Timberwolves,+410,+10,Los Angeles Clippers,-560,-10,231,2021-04-18
1,Cleveland Cavaliers,-155,-3,Detroit Pistons,+130,+3,213,2021-04-19
2,Chicago Bulls,+215,+6.5,Boston Celtics,-265,-6.5,215.5,2021-04-19
3,Oklahoma City Thunder,+655,+13,Washington Wizards,-910,-13,232,2021-04-19
4,Phoenix Suns,+120,+2.5,Milwaukee Bucks,-140,-2.5,233,2021-04-19
5,San Antonio Spurs,-135,-2,Indiana Pacers,+115,+2,230,2021-04-19
6,Memphis Grizzlies,+255,+7.5,Denver Nuggets,-315,-7.5,226.5,2021-04-19
7,Utah Jazz,-270,-7,Los Angeles Lakers,+220,+7,214.5,2021-04-19
1,Orlando Magic,+550,+12,Atlanta Hawks,-800,-12,219,2021-04-20
2,Brooklyn Nets,+125,+2.5,New Orleans Pelicans,-145,-2.5,233.5,2021-04-20
3,Charlotte Hornets,+180,+5.5,New York Knicks,-220,-5.5,208.5,2021-04-20
4,Minnesota Timberwolves,+135,+3,Sacramento Kings,-160,-3,239,2021-04-20
5,Los Angeles Clippers,-400,-8,Portland TrailBlazers,+310,+8,224.5,2021-04-20
1,Phoenix Suns,-115,-1,Philadelphia 76ers,-105,+1,220.5,2021-04-21
2,Golden State Warriors,-140,-2,Washington Wizards,+120,+2,239,2021-04-21
3,Oklahoma City Thunder,+320,+9,Indiana Pacers,-420,-9,229,2021-04-21
4,Chicago Bulls,-140,-2.5,Cleveland Cavaliers,+120,+2.5,210,2021-04-21
5,Brooklyn Nets,+140,+3.5,Toronto Raptors,-165,-3.5,228.5,2021-04-21
6,Utah Jazz,-775,-11.5,Houston Rockets,+535,+11.5,226.5,2021-04-21
7,Atlanta Hawks,-125,-1.5,New York Knicks,+105,+1.5,216,2021-04-21
8,Miami Heat,-105,+1,San Antonio Spurs,-115,-1,215.5,2021-04-21
9,Detroit Pistons,+470,+10.5,Dallas Mavericks,-640,-10.5,218,2021-04-21
10,Memphis Grizzlies,+105,+1.5,Los Angeles Clippers,-125,-1.5,227,2021-04-21
11,Denver Nuggets,-125,-1.5,Portland TrailBlazers,+105,+1.5,229,2021-04-21
12,Minnesota Timberwolves,+170,+5,Sacramento Kings,-200,-5,239,2021-04-21
1,New Orleans Pelicans,-420,-9,Orlando Magic,+320,+9,222,2021-04-22
2,Phoenix Suns,-165,-3.5,Boston Celtics,+140,+3.5,219.5,2021-04-22
3,Philadelphia 76ers,+295,+8,Milwaukee Bucks,-370,-8,225.5,2021-04-22
4,Detroit Pistons,+290,+8,San Antonio Spurs,-360,-8,216.5,2021-04-22
5,Charlotte Hornets,+105,+1.5,Chicago Bulls,-125,-1.5,209.5,2021-04-22
6,Los Angeles Lakers,+145,+3.5,Dallas Mavericks,-170,-3.5,216,2021-04-22
1,Boston Celtics,+160,+4.5,Brooklyn Nets,-190,-4.5,227.5,2021-04-23
2,Miami Heat,-210,-5.5,Atlanta Hawks,+175,+5.5,212,2021-04-23
3,Cleveland Cavaliers,+105,+1.5,Charlotte Hornets,-125,-1.5,211.5,2021-04-23
4,Washington Wizards,-565,-10,Oklahoma City Thunder,+415,+10,230.5,2021-04-23
5,Los Angeles Clippers,-550,-10,Houston Rockets,+400,+10,222.5,2021-04-23
6,Memphis Grizzlies,+130,+3,Portland TrailBlazers,-155,-3,232,2021-04-23
7,Denver Nuggets,-130,-2,Golden State Warriors,+110,+2,227.5,2021-04-23
1,Toronto Raptors,-,+1,New York Knicks,-,-1,214,2021-04-24
2,Philadelphia 76ers,+260,+7.5,Milwaukee Bucks,-320,-7.5,228,2021-04-24
3,Detroit Pistons,+160,+4.5,Indiana Pacers,-190,-4.5,226.5,2021-04-24
4,San Antonio Spurs,+130,+3,New Orleans Pelicans,-150,-3,228,2021-04-24
5,Chicago Bulls,+160,+4.5,Miami Heat,-190,-4.5,205.5,2021-04-24
6,Los Angeles Lakers,+115,+2,Dallas Mavericks,-135,-2,217.5,2021-04-24
7,Minnesota Timberwolves,+605,+12,Utah Jazz,-855,-12,230.5,2021-04-24
8,Houston Rockets,+800,+13.5,Denver Nuggets,-1200,-13.5,221,2021-04-24
1,Phoenix Suns,+105,+1.5,Brooklyn Nets,-125,-1.5,232.5,2021-04-25
2,Memphis Grizzlies,+145,+3.5,Portland TrailBlazers,-170,-3.5,235.5,2021-04-25
3,Cleveland Cavaliers,+240,+7,Washington Wizards,-300,-7,226.5,2021-04-25
4,Milwaukee Bucks,-255,-6.5,Atlanta Hawks,+205,+6.5,226.5,2021-04-25
5,Indiana Pacers,-225,-6,Orlando Magic,+185,+6,225.5,2021-04-25
6,Sacramento Kings,+255,+7.5,Golden State Warriors,-315,-7.5,230.5,2021-04-25
1,Los Angeles Lakers,-600,-10,Orlando Magic,+450,+10,209,2021-04-26
2,San Antonio Spurs,-150,-3.5,Washington Wizards,+130,+3.5,228.5,2021-04-26
3,Atlanta Hawks,-170,-4,Detroit Pistons,+145,+4,216.5,2021-04-26
4,Oklahoma City Thunder,+605,+12,Philadelphia 76ers,-855,-12,219,2021-04-26
5,Phoenix Suns,-130,-2,New York Knicks,+110,+2,215,2021-04-26
6,Cleveland Cavaliers,+420,+10,Toronto Raptors,-570,-10,216,2021-04-26
7,Chicago Bulls,+195,+6,Miami Heat,-245,-6,205,2021-04-26
8,Utah Jazz,-500,-9.5,Minnesota Timberwolves,+375,+9.5,228,2021-04-26
9,Los Angeles Clippers,-125,-2,New Orleans Pelicans,+105,+2,228.5,2021-04-26
10,Memphis Grizzlies,+150,+4,Denver Nuggets,-180,-4,228,2021-04-26
11,Dallas Mavericks,-245,-6,Sacramento Kings,+195,+6,223.5,2021-04-26
1,Portland TrailBlazers,-200,-5,Indiana Pacers,+170,+5,241.5,2021-04-27
2,Milwaukee Bucks,-410,-9,Charlotte Hornets,+315,+9,223.5,2021-04-27
3,Oklahoma City Thunder,+550,+11.5,Boston Celtics,-800,-11.5,215,2021-04-27
4,Brooklyn Nets,-265,-6.5,Toronto Raptors,+215,+6.5,232.5,2021-04-27
5,Minnesota Timberwolves,-125,-2,Houston Rockets,+105,+2,234.5,2021-04-27
6,Dallas Mavericks,+125,+3,Golden State Warriors,-145,-3,224.5,2021-04-27
1,Atlanta Hawks,+275,+8,Philadelphia 76ers,-345,-8,215,2021-04-28
2,Orlando Magic,+140,+4,Cleveland Cavaliers,-170,-4,210.5,2021-04-28
3,Los Angeles Lakers,-120,-1,Washington Wizards,+100,+1,228.5,2021-04-28
4,Charlotte Hornets,+200,+6,Boston Celtics,-250,-6,215.5,2021-04-28
5,Chicago Bulls,+150,+4.5,New York Knicks,-180,-4.5,209.5,2021-04-28
6,San Antonio Spurs,+160,+4.5,Miami Heat,-190,-4.5,213,2021-04-28
7,New Orleans Pelicans,+140,+4,Denver Nuggets,-170,-4,230.5,2021-04-28
8,Portland TrailBlazers,+100,+1.5,Memphis Grizzlies,-120,-1.5,240,2021-04-28
9,Utah Jazz,-350,-8.5,Sacramento Kings,+280,+8.5,222.5,2021-04-28
10,Los Angeles Clippers,+150,+4,Phoenix Suns,-180,-4,221,2021-04-28
1,Dallas Mavericks,-370,-8.5,Detroit Pistons,+295,+8.5,214.5,2021-04-29
2,Brooklyn Nets,-360,-8.5,Indiana Pacers,+290,+8.5,241.5,2021-04-29
3,Golden State Warriors,-170,-3.5,Minnesota Timberwolves,+140,+3.5,234,2021-04-29
4,Milwaukee Bucks,-920,-12.5,Houston Rockets,+660,+12.5,234,2021-04-29
5,Toronto Raptors,+125,+3,Denver Nuggets,-145,-3,221,2021-04-29
6,New Orleans Pelicans,-450,-9.5,Oklahoma City Thunder,+350,+9.5,229.5,2021-04-29
1,Atlanta Hawks,+375,+10,Philadelphia 76ers,-500,-10,220,2021-04-30
2,Washington Wizards,-290,-7,Cleveland Cavaliers,+235,+7,227,2021-04-30
3,San Antonio Spurs,+155,+4.5,Boston Celtics,-185,-4.5,219.5,2021-04-30
4,Orlando Magic,+620,+12.5,Memphis Grizzlies,-870,-12.5,223.5,2021-04-30
5,Portland TrailBlazers,-,-1.5,Brooklyn Nets,-,+1.5,240.5,2021-04-30
6,Milwaukee Bucks,-130,-1,Chicago Bulls,+110,+1,220,2021-04-30
7,Utah Jazz,+160,+5,Phoenix Suns,-190,-5,220,2021-04-30
8,Sacramento Kings,+290,+8,Los Angeles Lakers,-360,-8,222.5,2021-04-30
1,Detroit Pistons,+245,+7,Charlotte Hornets,-305,-7,215.5,2021-05-01
2,Golden State Warriors,-380,-8.5,Houston Rockets,+300,+8.5,232.5,2021-05-01
3,New Orleans Pelicans,-170,-4,Minnesota Timberwolves,+145,+4,238,2021-05-01
4,Miami Heat,-720,-11.5,Cleveland Cavaliers,+510,+11.5,208.5,2021-05-01
5,Chicago Bulls,+170,+5.5,Atlanta Hawks,-200,-5.5,218,2021-05-01
6,Indiana Pacers,-280,-7,Oklahoma City Thunder,+230,+7,233.5,2021-05-01
7,Memphis Grizzlies,-750,-12,Orlando Magic,+525,+12,219.5,2021-05-01
8,Washington Wizards,+175,+5,Dallas Mavericks,-210,-5,232.5,2021-05-01
9,Denver Nuggets,+170,+5,Los Angeles Clippers,-200,-5,221.5,2021-05-01
10,Toronto Raptors,+230,+7,Utah Jazz,-280,-7,217,2021-05-01
1,Brooklyn Nets,+110,+2.5,Milwaukee Bucks,-130,-2.5,244,2021-05-02
2,Portland TrailBlazers,-125,-1.5,Boston Celtics,+105,+1.5,234,2021-05-02
3,New York Knicks,-700,-10.5,Houston Rockets,+450,+10.5,217.5,2021-05-02
4,Philadelphia 76ers,-245,-6.5,San Antonio Spurs,+195,+6.5,221,2021-05-02
5,Miami Heat,-200,-5,Charlotte Hornets,+170,+5,211,2021-05-02
6,Sacramento Kings,+205,+6.5,Dallas Mavericks,-255,-6.5,227,2021-05-02
7,Phoenix Suns,-1500,-16,Oklahoma City Thunder,+900,+16,223,2021-05-02
8,Toronto Raptors,+265,+7.5,Los Angeles Lakers,-325,-7.5,217,2021-05-02
1,Orlando Magic,+105,+2,Detroit Pistons,-125,-2,211,2021-05-03
2,Indiana Pacers,+145,+3.5,Washington Wizards,-170,-3.5,246,2021-05-03
3,Golden State Warriors,+120,+2.5,New Orleans Pelicans,-140,-2.5,237,2021-05-03
4,Portland TrailBlazers,+110,+2,Atlanta Hawks,-130,-2,236,2021-05-03
5,Philadelphia 76ers,-220,-5,Chicago Bulls,+180,+5,211.5,2021-05-03
6,New York Knicks,+130,+3,Memphis Grizzlies,-150,-3,220.5,2021-05-03
7,San Antonio Spurs,+255,+7.5,Utah Jazz,-315,-7.5,220.5,2021-05-03
8,Denver Nuggets,-170,-4,Los Angeles Lakers,+145,+4,214.5,2021-05-03
1,Phoenix Suns,-1100,-13,Cleveland Cavaliers,+700,+13,219.5,2021-05-04
2,Charlotte Hornets,-145,-3,Detroit Pistons,+125,+3,217,2021-05-04
3,Brooklyn Nets,+105,+2,Milwaukee Bucks,-125,-2,242,2021-05-04
4,Sacramento Kings,-200,-5,Oklahoma City Thunder,+170,+5,228,2021-05-04
5,Golden State Warriors,+105,+2,New Orleans Pelicans,-125,-2,235,2021-05-04
6,Dallas Mavericks,+140,+3.5,Miami Heat,-165,-3.5,216,2021-05-04
7,Toronto Raptors,+375,+9.5,Los Angeles Clippers,-500,-9.5,218.5,2021-05-04
1,Boston Celtics,-740,-11,Orlando Magic,+520,+11,218,2021-05-05
2,Portland TrailBlazers,-815,-11.5,Cleveland Cavaliers,+565,+11.5,229,2021-05-05
3,Memphis Grizzlies,-160,-3,Minnesota Timberwolves,+135,+3,237.5,2021-05-05
4,Phoenix Suns,-125,-1.5,Atlanta Hawks,+105,+1.5,228,2021-05-05
5,Philadelphia 76ers,-895,-13,Houston Rockets,+645,+13,223.5,2021-05-05
6,Sacramento Kings,+215,+6.5,Indiana Pacers,-265,-6.5,239.5,2021-05-05
7,Washington Wizards,+140,+3.5,Milwaukee Bucks,-165,-3.5,241.5,2021-05-05
8,San Antonio Spurs,+205,+6.5,Utah Jazz,-255,-6.5,218.5,2021-05-05
9,New York Knicks,+145,+3.5,Denver Nuggets,-170,-3.5,215,2021-05-05
1,Chicago Bulls,-170,-4,Charlotte Hornets,+145,+4,217.5,2021-05-06
2,Brooklyn Nets,-170,-4,Dallas Mavericks,+140,+4,234,2021-05-06
3,Washington Wizards,+125,+3,Toronto Raptors,-145,-3,235.5,2021-05-06
4,Memphis Grizzlies,-460,-9.5,Detroit Pistons,+355,+9.5,223,2021-05-06
5,Atlanta Hawks,-245,-6.5,Indiana Pacers,+195,+6.5,240,2021-05-06
6,Oklahoma City Thunder,+825,+14,Golden State Warriors,-1400,-14,229,2021-05-06
7,Los Angeles Lakers,+285,+8,Los Angeles Clippers,-355,-8,211,2021-05-06
1,New Orleans Pelicans,+345,+9,Philadelphia 76ers,-445,-9,227.5,2021-05-07
2,Boston Celtics,-180,-4,Chicago Bulls,+140,+4,223,2021-05-07
3,Houston Rockets,+1200,+16.5,Milwaukee Bucks,-2500,-16.5,232,2021-05-07
4,Orlando Magic,+260,+7.5,Charlotte Hornets,-320,-7.5,217,2021-05-07
5,Minnesota Timberwolves,+220,+6.5,Miami Heat,-270,-6.5,225.5,2021-05-07
6,Cleveland Cavaliers,+395,+10,Dallas Mavericks,-540,-10,219,2021-05-07
7,Denver Nuggets,+150,+4,Utah Jazz,-180,-4,216.5,2021-05-07
8,New York Knicks,+220,+6.5,Phoenix Suns,-270,-6.5,217.5,2021-05-07
9,San Antonio Spurs,-185,-4.5,Sacramento Kings,+155,+4.5,225,2021-05-07
10,Los Angeles Lakers,+315,+8.5,Portland TrailBlazers,-410,-8.5,221.5,2021-05-07
1,Washington Wizards,-170,-4,Indiana Pacers,+140,+4,249,2021-05-08
2,Detroit Pistons,+450,+10.5,Philadelphia 76ers,-600,-10.5,218,2021-05-08
3,Memphis Grizzlies,-225,-5.5,Toronto Raptors,+185,+5.5,227,2021-05-08
4,Brooklyn Nets,-170,-3.5,Denver Nuggets,+140,+3.5,231.5,2021-05-08
5,Oklahoma City Thunder,+825,+14,Golden State Warriors,-1400,-14,224.5,2021-05-08
6,San Antonio Spurs,+195,+6,Portland TrailBlazers,-245,-6,232.5,2021-05-08
7,Houston Rockets,+975,+15,Utah Jazz,-1800,-15,226,2021-05-08
1,Miami Heat,-,+1,Boston Celtics,-,-1,222,2021-05-09
2,New York Knicks,+240,+7,Los Angeles Clippers,-300,-7,214.5,2021-05-09
3,Dallas Mavericks,-595,-11,Cleveland Cavaliers,+445,+11,218,2021-05-09
4,New Orleans Pelicans,+140,+3.5,Charlotte Hornets,-165,-3.5,222.5,2021-05-09
5,Minnesota Timberwolves,-310,-7.5,Orlando Magic,+250,+7.5,230,2021-05-09
6,Chicago Bulls,-410,-9,Detroit Pistons,+315,+9,219,2021-05-09
7,Phoenix Suns,-310,-8,Los Angeles Lakers,+250,+8,216.5,2021-05-09
8,Oklahoma City Thunder,+360,+9.5,Sacramento Kings,-480,-9.5,223,2021-05-09
1,Washington Wizards,+270,+8,Atlanta Hawks,-340,-8,236.5,2021-05-10
2,Indiana Pacers,-370,-8.5,Cleveland Cavaliers,+295,+8.5,230.5,2021-05-10
3,New Orleans Pelicans,+320,+9,Memphis Grizzlies,-420,-9,230,2021-05-10
4,Milwaukee Bucks,-290,-7,San Antonio Spurs,+235,+7,233.5,2021-05-10
5,Utah Jazz,-135,-2.5,Golden State Warriors,+115,+2.5,225,2021-05-10
6,Houston Rockets,+840,+14.5,Portland TrailBlazers,-1360,-14.5,238,2021-05-10
1,Minnesota Timberwolves,-310,-7.5,Detroit Pistons,+250,+7.5,228,2021-05-11
2,Denver Nuggets,-225,-5.5,Charlotte Hornets,+185,+5.5,223,2021-05-11
3,Miami Heat,-125,-2,Boston Celtics,+105,+2,225,2021-05-11
4,Los Angeles Clippers,-1000,-13.5,Toronto Raptors,+650,+13.5,217.5,2021-05-11
5,Brooklyn Nets,-195,-4.5,Chicago Bulls,+165,+4.5,232,2021-05-11
6,Dallas Mavericks,-120,-1.5,Memphis Grizzlies,+100,+1.5,227.5,2021-05-11
7,Philadelphia 76ers,-235,-6,Indiana Pacers,+190,+6,234,2021-05-11
8,Orlando Magic,+825,+13,Milwaukee Bucks,-1400,-13,230,2021-05-11
9,Phoenix Suns,-200,-5,Golden State Warriors,+170,+5,230,2021-05-11
10,Oklahoma City Thunder,+445,+10.5,Sacramento Kings,-595,-10.5,224,2021-05-11
11,New York Knicks,+180,+5.5,Los Angeles Lakers,-220,-5.5,213.5,2021-05-11
1,Washington Wizards,+210,+6.5,Atlanta Hawks,-260,-6.5,238.5,2021-05-12
2,San Antonio Spurs,+150,+4,Brooklyn Nets,-180,-4,231.5,2021-05-12
3,Boston Celtics,-290,-7,Cleveland Cavaliers,+235,+7,219.5,2021-05-12
4,New Orleans Pelicans,+265,+7.5,Dallas Mavericks,-330,-7.5,224,2021-05-12
5,Portland TrailBlazers,+110,+2,Utah Jazz,-130,-2,234,2021-05-12
6,Houston Rockets,+685,+13,Los Angeles Lakers,-970,-13,224,2021-05-12
1,Los Angeles Clippers,-340,-8,Charlotte Hornets,+270,+8,221,2021-05-13
2,Milwaukee Bucks,-345,-8,Indiana Pacers,+275,+8,244,2021-05-13
3,Orlando Magic,+705,+13,Atlanta Hawks,-1010,-13,222,2021-05-13
4,San Antonio Spurs,+180,+5.5,New York Knicks,-220,-5.5,216.5,2021-05-13
5,Philadelphia 76ers,+110,+2,Miami Heat,-130,-2,217.5,2021-05-13
6,Sacramento Kings,+270,+8,Memphis Grizzlies,-340,-8,228.5,2021-05-13
7,Toronto Raptors,+420,+10.5,Chicago Bulls,-570,-10.5,216,2021-05-13
8,Denver Nuggets,-190,-4.5,Minnesota Timberwolves,+160,+4.5,233,2021-05-13
9,Portland TrailBlazers,+155,+4.5,Phoenix Suns,-185,-4.5,235,2021-05-13
1,Cleveland Cavaliers,+290,+8,Washington Wizards,-360,-8,228.5,2021-05-14
2,Denver Nuggets,-410,-8.5,Detroit Pistons,+315,+8.5,216,2021-05-14
3,Utah Jazz,-1425,-14.5,Oklahoma City Thunder,+850,+14.5,221,2021-05-14
4,Orlando Magic,+825,+13.5,Philadelphia 76ers,-1400,-13.5,213.5,2021-05-14
5,Los Angeles Clippers,-585,-10,Houston Rockets,+435,+10,226.5,2021-05-14
6,Sacramento Kings,+190,+6,Memphis Grizzlies,-235,-6,226,2021-05-14
7,Toronto Raptors,+825,+13.5,Dallas Mavericks,-1400,-13.5,220,2021-05-14
8,New Orleans Pelicans,+115,+2.5,Golden State Warriors,-135,-2.5,224.5,2021-05-14
1,Los Angeles Lakers,-320,-7.5,Indiana Pacers,+260,+7.5,226.5,2021-05-15
2,Charlotte Hornets,+185,+5.5,New York Knicks,-225,-5.5,212.5,2021-05-15
3,Chicago Bulls,+510,+11,Brooklyn Nets,-720,-11,231.5,2021-05-15
4,Boston Celtics,+170,+5,Minnesota Timberwolves,-200,-5,232,2021-05-15
5,Phoenix Suns,-700,-11,San Antonio Spurs,+500,+11,225.5,2021-05-15
6,Miami Heat,-150,-3,Milwaukee Bucks,+130,+3,231,2021-05-15
1,Charlotte Hornets,+230,+6.5,Washington Wizards,-280,-6.5,228.5,2021-05-16
2,Boston Celtics,+550,+12,New York Knicks,-800,-12,211,2021-05-16
3,Indiana Pacers,-245,-6,Toronto Raptors,+195,+6,227.5,2021-05-16
4,Phoenix Suns,-420,-9,San Antonio Spurs,+320,+9,225.5,2021-05-16
5,Memphis Grizzlies,+140,+3.5,Golden State Warriors,-165,-3.5,228,2021-05-16
6,Houston Rockets,+295,+8.5,Atlanta Hawks,-370,-8.5,231.5,2021-05-16
7,Cleveland Cavaliers,+670,+13,Brooklyn Nets,-940,-13,225.5,2021-05-16
8,Orlando Magic,+260,+7.5,Philadelphia 76ers,-320,-7.5,216.5,2021-05-16
9,Miami Heat,-210,-5.5,Detroit Pistons,+175,+5.5,214,2021-05-16
10,Utah Jazz,-520,-9.5,Sacramento Kings,+385,+9.5,222.5,2021-05-16
11,Los Angeles Clippers,-340,-8,Oklahoma City Thunder,+270,+8,220,2021-05-16
12,Dallas Mavericks,-255,-6.5,Minnesota Timberwolves,+205,+6.5,230,2021-05-16
13,Los Angeles Lakers,-370,-8,New Orleans Pelicans,+295,+8,222.5,2021-05-16
14,Denver Nuggets,+355,+9.5,Portland TrailBlazers,-460,-9.5,229,2021-05-16
15,Milwaukee Bucks,-125,-1.5,Chicago Bulls,+105,+1.5,223,2021-05-16
1,May 18,+3,Indiana,Charlotte Hornets,-3,228,-150,2021-05-17
2,Washington Wizzards,+105,+1.5,Boston Celtics,-125,-1.5,233,2021-05-17
3,May 19,+3.5,Memphis,San Antonio Spurs,-3.5,222,-165,2021-05-17
4,Golden State Warriors,+165,+4.5,Los Angeles Lakers,-195,-4.5,219.5,2021-05-17
1,Charlotte Hornets,+125,+3,Indiana Pacers,-145,-3,227.5,2021-05-18
2,Washington Wizzards,+105,+2,Boston Celtics,-125,-2,232.5,2021-05-18
1,May 18,+3,Indiana,Charlotte Hornets,-3,227.5,-145,2021-05-19
2,Washington Wizzards,+105,+2,Boston Celtics,-125,-2,232.5,2021-05-19
3,San Antonio Spurs,+145,+4,Memphis Grizzlies,-170,-4,222,2021-05-19
4,Golden State Warriors,+170,+4.5,Los Angeles Lakers,-200,-4.5,219.5,2021-05-19
1,Indiana Pacers,+140,+3.5,Washington Wizards,-165,-3.5,237.5,2021-05-20
2,Dallas Mavericks,+175,+5,Los Angeles Clippers,-210,-5,219,2021-05-20
3,Boston Celtics,+275,+7.5,Brooklyn Nets,-345,-7.5,227.5,2021-05-20
4,Portland TrailBlazers,-,+1,Denver Nuggets,-,-1,227,2021-05-20
5,Atlanta Hawks,+105,+1,New York Knicks,-125,-1,215,2021-05-20
1,Memphis Grizzlies,+175,+4.5,Golden State Warriors,-210,-4.5,221,2021-05-21
1,Miami Heat,+185,+5.5,Milwaukee Bucks,-225,-5.5,227,2021-05-22
2,Dallas Mavericks,+195,+5.5,Los Angeles Clippers,-245,-5.5,217.5,2021-05-22
3,Boston Celtics,+285,+8,Brooklyn Nets,-355,-8,232.5,2021-05-22
4,Portland TrailBlazers,-,+1,Denver Nuggets,-,-1,227,2021-05-22
1,Los Angeles Lakers,+110,+2,Phoenix Suns,-130,-2,213,2021-05-23
2,Atlanta Hawks,-,+1,New York Knicks,-,-1,213,2021-05-23
3,Memphis Grizzlies,+330,+9,Utah Jazz,-430,-9,217.5,2021-05-23
1,Miami Heat,+165,+4.5,Milwaukee Bucks,-195,-4.5,222.5,2021-05-24
2,Portland TrailBlazers,-,+1.5,Denver Nuggets,-,-1.5,227,2021-05-24
1,Boston Celtics,+355,+9,Brooklyn Nets,-460,-9,227,2021-05-25
2,Los Angeles Lakers,-130,-2,Phoenix Suns,+110,+2,210,2021-05-25
3,Dallas Mavericks,+240,+7,Los Angeles Clippers,-300,-7,215.5,2021-05-25
1,Washington Wizards,+295,+8,Philadelphia 76ers,-370,-8,229.5,2021-05-26
2,Atlanta Hawks,+115,+2.5,New York Knicks,-135,-2.5,212.5,2021-05-26
3,Memphis Grizzlies,+380,+9.5,Utah Jazz,-510,-9.5,219,2021-05-26
1,Milwaukee Bucks,-125,-2,Miami Heat,+105,+2,226,2021-05-27
2,Phoenix Suns,+235,+7,Los Angeles Lakers,-290,-7,210.5,2021-05-27
3,Denver Nuggets,+150,+4,Portland TrailBlazers,-180,-4,227.5,2021-05-27
1,New York Knicks,+165,+4.5,Atlanta Hawks,-195,-4.5,211,2021-05-28
2,Brooklyn Nets,-370,-8.5,Boston Celtics,+300,+8.5,227,2021-05-28
