date,day,proper_time,avg_team_rank,start_time,home_team,away_team
2022-03-29,Tuesday  ,2022-03-29T07:30:00Z,11,7:30 PM,Dallas Mavericks,Los Angeles Lakers
2022-03-29,Tuesday  ,2022-03-29T07:30:00Z,18,7:30 PM,Brooklyn Nets,Detroit Pistons
2022-03-29,Tuesday  ,2022-03-29T10:00:00Z,9,10:00 PM,Los Angeles Clippers,Utah Jazz
2022-03-30,Wednesday,2022-03-30T07:00:00Z,21,7:00 PM,Indiana Pacers,Denver Nuggets
2022-03-30,Wednesday,2022-03-30T07:00:00Z,16,7:00 PM,Washington Wizards,Orlando Magic
2022-03-30,Wednesday,2022-03-30T07:00:00Z,9,7:00 PM,Cleveland Cavaliers,Dallas Mavericks
2022-03-30,Wednesday,2022-03-30T07:30:00Z,12,7:30 PM,Boston Celtics,Miami Heat
2022-03-30,Wednesday,2022-03-30T07:30:00Z,11,7:30 PM,New York Knicks,Charlotte Hornets
2022-03-30,Wednesday,2022-03-30T07:30:00Z,17,7:30 PM,Toronto Raptors,Minnesota Timberwolves
2022-03-30,Wednesday,2022-03-30T08:00:00Z,22,8:00 PM,Oklahoma City Thunder,Atlanta Hawks
2022-03-30,Wednesday,2022-03-30T08:00:00Z,21,8:00 PM,Houston Rockets,Sacramento Kings
2022-03-30,Wednesday,2022-03-30T08:30:00Z,19,8:30 PM,San Antonio Spurs,Memphis Grizzlies
2022-03-30,Wednesday,2022-03-30T10:00:00Z,25,10:00 PM,Portland Trail Blazers,New Orleans Pelicans
2022-03-30,Wednesday,2022-03-30T10:00:00Z,7,10:00 PM,Golden State Warriors,Phoenix Suns
2022-03-31,Thursday ,2022-03-31T07:00:00Z,16,7:00 PM,Detroit Pistons,Philadelphia 76ers
2022-03-31,Thursday ,2022-03-31T07:30:00Z,15,7:30 PM,Brooklyn Nets,Milwaukee Bucks
2022-03-31,Thursday ,2022-03-31T08:00:00Z,10,8:00 PM,Chicago Bulls,Los Angeles Clippers
2022-03-31,Thursday ,2022-03-31T10:00:00Z,7,10:00 PM,Utah Jazz,Los Angeles Lakers
2022-04-01,Friday   ,2022-04-01T07:00:00Z,7,7:00 PM,Washington Wizards,Dallas Mavericks
2022-04-01,Friday   ,2022-04-01T07:00:00Z,19,7:00 PM,Orlando Magic,Toronto Raptors
2022-04-01,Friday   ,2022-04-01T07:30:00Z,22,7:30 PM,Boston Celtics,Indiana Pacers
2022-04-01,Friday   ,2022-04-01T08:00:00Z,21,8:00 PM,Houston Rockets,Sacramento Kings
2022-04-01,Friday   ,2022-04-01T08:00:00Z,27,8:00 PM,Oklahoma City Thunder,Detroit Pistons
2022-04-01,Friday   ,2022-04-01T08:00:00Z,19,8:00 PM,Milwaukee Bucks,Los Angeles Clippers
2022-04-01,Friday   ,2022-04-01T08:00:00Z,13,8:00 PM,Memphis Grizzlies,Phoenix Suns
2022-04-01,Friday   ,2022-04-01T08:30:00Z,22,8:30 PM,San Antonio Spurs,Portland Trail Blazers
2022-04-01,Friday   ,2022-04-01T09:00:00Z,20,9:00 PM,Denver Nuggets,Minnesota Timberwolves
2022-04-01,Friday   ,2022-04-01T10:30:00Z,21,10:30 PM,Los Angeles Lakers,New Orleans Pelicans
2022-04-02,Saturday ,2022-04-02T01:00:00Z,8,1:00 PM,New York Knicks,Cleveland Cavaliers
2022-04-02,Saturday ,2022-04-02T07:30:00Z,13,7:30 PM,Atlanta Hawks,Brooklyn Nets
2022-04-02,Saturday ,2022-04-02T08:00:00Z,4,8:00 PM,Chicago Bulls,Miami Heat
2022-04-02,Saturday ,2022-04-02T08:30:00Z,1,8:30 PM,Golden State Warriors,Utah Jazz
2022-04-02,Saturday ,2022-04-02T12:30:00Z,9,12:30 PM,Philadelphia 76ers,Charlotte Hornets
2022-04-03,Sunday   ,2022-04-03T01:00:00Z,15,1:00 PM,Milwaukee Bucks,Dallas Mavericks
2022-04-03,Sunday   ,2022-04-03T01:00:00Z,13,1:00 PM,Boston Celtics,Washington Wizards
2022-04-03,Sunday   ,2022-04-03T03:30:00Z,15,3:30 PM,Los Angeles Lakers,Denver Nuggets
2022-04-03,Sunday   ,2022-04-03T05:00:00Z,27,5:00 PM,Indiana Pacers,Detroit Pistons
2022-04-03,Sunday   ,2022-04-03T06:00:00Z,17,6:00 PM,Orlando Magic,New York Knicks
2022-04-03,Sunday   ,2022-04-03T06:00:00Z,6,6:00 PM,Cleveland Cavaliers,Philadelphia 76ers
2022-04-03,Sunday   ,2022-04-03T07:00:00Z,22,7:00 PM,San Antonio Spurs,Portland Trail Blazers
2022-04-03,Sunday   ,2022-04-03T07:00:00Z,25,7:00 PM,Houston Rockets,Minnesota Timberwolves
2022-04-03,Sunday   ,2022-04-03T07:00:00Z,8,7:00 PM,Toronto Raptors,Miami Heat
2022-04-03,Sunday   ,2022-04-03T07:00:00Z,19,7:00 PM,Oklahoma City Thunder,Phoenix Suns
2022-04-03,Sunday   ,2022-04-03T09:00:00Z,8,9:00 PM,Sacramento Kings,Golden State Warriors
2022-04-03,Sunday   ,2022-04-03T09:30:00Z,23,9:30 PM,Los Angeles Clippers,New Orleans Pelicans
2022-04-05,Tuesday  ,2022-04-05T07:00:00Z,14,7:00 PM,Indiana Pacers,Philadelphia 76ers
2022-04-05,Tuesday  ,2022-04-05T07:00:00Z,18,7:00 PM,Orlando Magic,Cleveland Cavaliers
2022-04-05,Tuesday  ,2022-04-05T07:30:00Z,15,7:30 PM,Toronto Raptors,Atlanta Hawks
2022-04-05,Tuesday  ,2022-04-05T07:30:00Z,10,7:30 PM,Miami Heat,Charlotte Hornets
2022-04-05,Tuesday  ,2022-04-05T07:30:00Z,18,7:30 PM,Brooklyn Nets,Houston Rockets
2022-04-05,Tuesday  ,2022-04-05T08:00:00Z,23,8:00 PM,Oklahoma City Thunder,Portland Trail Blazers
2022-04-05,Tuesday  ,2022-04-05T08:00:00Z,13,8:00 PM,Chicago Bulls,Milwaukee Bucks
2022-04-05,Tuesday  ,2022-04-05T08:00:00Z,14,8:00 PM,Minnesota Timberwolves,Washington Wizards
2022-04-05,Tuesday  ,2022-04-05T09:00:00Z,21,9:00 PM,Denver Nuggets,San Antonio Spurs
2022-04-05,Tuesday  ,2022-04-05T09:00:00Z,7,9:00 PM,Utah Jazz,Memphis Grizzlies
2022-04-05,Tuesday  ,2022-04-05T10:00:00Z,22,10:00 PM,Sacramento Kings,New Orleans Pelicans
2022-04-05,Tuesday  ,2022-04-05T10:30:00Z,12,10:30 PM,Phoenix Suns,Los Angeles Lakers
2022-04-06,Wednesday,2022-04-06T07:00:00Z,19,7:00 PM,Detroit Pistons,Dallas Mavericks
2022-04-06,Wednesday,2022-04-06T07:30:00Z,7,7:30 PM,New York Knicks,Brooklyn Nets
2022-04-06,Wednesday,2022-04-06T08:00:00Z,12,8:00 PM,Atlanta Hawks,Washington Wizards
2022-04-06,Wednesday,2022-04-06T08:00:00Z,12,8:00 PM,Chicago Bulls,Boston Celtics
2022-04-06,Wednesday,2022-04-06T09:00:00Z,13,9:00 PM,Utah Jazz,Oklahoma City Thunder
2022-04-06,Wednesday,2022-04-06T10:00:00Z,14,10:00 PM,Los Angeles Clippers,Phoenix Suns
2022-04-07,Thursday ,2022-04-07T07:00:00Z,21,7:00 PM,Charlotte Hornets,Orlando Magic
2022-04-07,Thursday ,2022-04-07T07:30:00Z,7,7:30 PM,Toronto Raptors,Philadelphia 76ers
2022-04-07,Thursday ,2022-04-07T07:30:00Z,21,7:30 PM,Milwaukee Bucks,Boston Celtics
2022-04-07,Thursday ,2022-04-07T08:00:00Z,23,8:00 PM,Minnesota Timberwolves,San Antonio Spurs
2022-04-07,Thursday ,2022-04-07T08:00:00Z,25,8:00 PM,New Orleans Pelicans,Portland Trail Blazers
2022-04-07,Thursday ,2022-04-07T09:00:00Z,16,9:00 PM,Denver Nuggets,Memphis Grizzlies
2022-04-07,Thursday ,2022-04-07T10:00:00Z,7,10:00 PM,Golden State Warriors,Los Angeles Lakers
2022-04-08,Friday   ,2022-04-08T07:00:00Z,25,7:00 PM,Detroit Pistons,Milwaukee Bucks
2022-04-08,Friday   ,2022-04-08T07:00:00Z,6,7:00 PM,Washington Wizards,New York Knicks
2022-04-08,Friday   ,2022-04-08T07:30:00Z,9,7:30 PM,Brooklyn Nets,Cleveland Cavaliers
2022-04-08,Friday   ,2022-04-08T07:30:00Z,19,7:30 PM,Toronto Raptors,Houston Rockets
2022-04-08,Friday   ,2022-04-08T08:00:00Z,10,8:00 PM,Chicago Bulls,Charlotte Hornets
2022-04-08,Friday   ,2022-04-08T08:00:00Z,12,8:00 PM,Miami Heat,Atlanta Hawks
2022-04-08,Friday   ,2022-04-08T08:30:00Z,15,8:30 PM,Dallas Mavericks,Portland Trail Blazers
2022-04-08,Friday   ,2022-04-08T09:30:00Z,6,9:30 PM,Utah Jazz,Phoenix Suns
2022-04-08,Friday   ,2022-04-08T10:30:00Z,19,10:30 PM,Los Angeles Lakers,Oklahoma City Thunder
2022-04-09,Saturday ,2022-04-09T08:00:00Z,16,8:00 PM,Los Angeles Clippers,Sacramento Kings
2022-04-09,Saturday ,2022-04-09T08:00:00Z,22,8:00 PM,Memphis Grizzlies,New Orleans Pelicans
2022-04-09,Saturday ,2022-04-09T08:00:00Z,13,8:00 PM,San Antonio Spurs,Golden State Warriors
2022-04-09,Saturday ,2022-04-09T08:00:00Z,14,8:00 PM,Philadelphia 76ers,Indiana Pacers
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,11,8:00 PM,Portland Trail Blazers,Utah Jazz
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,23,8:00 PM,Houston Rockets,Atlanta Hawks
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,11,8:00 PM,Charlotte Hornets,Washington Wizards
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,17,8:00 PM,Memphis Grizzlies,Boston Celtics
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,13,8:00 PM,Minnesota Timberwolves,Chicago Bulls
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,16,8:00 PM,Philadelphia 76ers,Detroit Pistons
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,16,8:00 PM,New Orleans Pelicans,Golden State Warriors
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,16,8:00 PM,Brooklyn Nets,Indiana Pacers
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,15,8:00 PM,Denver Nuggets,Los Angeles Lakers
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,16,8:00 PM,Orlando Magic,Miami Heat
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,16,8:00 PM,Cleveland Cavaliers,Milwaukee Bucks
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,21,8:00 PM,Los Angeles Clippers,Oklahoma City Thunder
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,13,8:00 PM,Phoenix Suns,Sacramento Kings
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,16,8:00 PM,Dallas Mavericks,San Antonio Spurs
2022-04-10,Sunday   ,2022-04-10T08:00:00Z,9,8:00 PM,New York Knicks,Toronto Raptors
