date,day,proper_time,avg_team_rank,start_time,home_team,away_team
2022-01-15,Saturday ,2022-01-15T06:00:00Z,16,6:00 PM,Milwaukee Bucks,Toronto Raptors
2022-01-15,Saturday ,2022-01-15T07:00:00Z,13,7:00 PM,Washington Wizards,Portland Trail Blazers
2022-01-15,Saturday ,2022-01-15T07:30:00Z,19,7:30 PM,Brooklyn Nets,New Orleans Pelicans
2022-01-15,Saturday ,2022-01-15T07:30:00Z,13,7:30 PM,Atlanta Hawks,New York Knicks
2022-01-15,Saturday ,2022-01-15T08:00:00Z,4,8:00 PM,Miami Heat,Philadelphia 76ers
2022-01-15,Saturday ,2022-01-15T08:00:00Z,18,8:00 PM,Oklahoma City Thunder,Cleveland Cavaliers
2022-01-15,Saturday ,2022-01-15T08:30:00Z,12,8:30 PM,Boston Celtics,Chicago Bulls
2022-01-15,Saturday ,2022-01-15T08:30:00Z,20,8:30 PM,San Antonio Spurs,Los Angeles Clippers
2022-01-15,Saturday ,2022-01-15T09:00:00Z,15,9:00 PM,Denver Nuggets,Los Angeles Lakers
2022-01-15,Saturday ,2022-01-15T09:30:00Z,18,9:30 PM,Dallas Mavericks,Orlando Magic
2022-01-16,Sunday   ,2022-01-16T06:00:00Z,21,6:00 PM,Sacramento Kings,Houston Rockets
2022-01-16,Sunday   ,2022-01-16T08:00:00Z,9,8:00 PM,Denver Nuggets,Utah Jazz
2022-01-16,Sunday   ,2022-01-16T08:00:00Z,12,8:00 PM,Minnesota Timberwolves,Golden State Warriors
2022-01-17,Monday   ,2022-01-17T01:00:00Z,11,1:00 PM,New York Knicks,Charlotte Hornets
2022-01-17,Monday   ,2022-01-17T02:00:00Z,4,2:00 PM,Washington Wizards,Philadelphia 76ers
2022-01-17,Monday   ,2022-01-17T03:00:00Z,9,3:00 PM,Cleveland Cavaliers,Brooklyn Nets
2022-01-17,Monday   ,2022-01-17T03:30:00Z,9,3:30 PM,Memphis Grizzlies,Chicago Bulls
2022-01-17,Monday   ,2022-01-17T03:30:00Z,21,3:30 PM,Los Angeles Clippers,Indiana Pacers
2022-01-17,Monday   ,2022-01-17T06:00:00Z,20,6:00 PM,Atlanta Hawks,Milwaukee Bucks
2022-01-17,Monday   ,2022-01-17T07:00:00Z,24,7:00 PM,Orlando Magic,Portland Trail Blazers
2022-01-17,Monday   ,2022-01-17T07:30:00Z,8,7:30 PM,Miami Heat,Toronto Raptors
2022-01-17,Monday   ,2022-01-17T08:30:00Z,18,8:30 PM,San Antonio Spurs,Phoenix Suns
2022-01-17,Monday   ,2022-01-17T08:30:00Z,17,8:30 PM,Dallas Mavericks,Oklahoma City Thunder
2022-01-17,Monday   ,2022-01-17T10:30:00Z,7,10:30 PM,Los Angeles Lakers,Utah Jazz
2022-01-17,Monday   ,2022-01-17T12:30:00Z,25,12:30 PM,Boston Celtics,New Orleans Pelicans
2022-01-18,Tuesday  ,2022-01-18T07:30:00Z,15,7:30 PM,New York Knicks,Minnesota Timberwolves
2022-01-18,Tuesday  ,2022-01-18T10:00:00Z,15,10:00 PM,Golden State Warriors,Detroit Pistons
2022-01-19,Wednesday,2022-01-19T07:00:00Z,7,7:00 PM,Washington Wizards,Brooklyn Nets
2022-01-19,Wednesday,2022-01-19T07:00:00Z,15,7:00 PM,Philadelphia 76ers,Orlando Magic
2022-01-19,Wednesday,2022-01-19T07:30:00Z,18,7:30 PM,Boston Celtics,Charlotte Hornets
2022-01-19,Wednesday,2022-01-19T07:30:00Z,21,7:30 PM,Atlanta Hawks,Minnesota Timberwolves
2022-01-19,Wednesday,2022-01-19T07:30:00Z,13,7:30 PM,Miami Heat,Portland Trail Blazers
2022-01-19,Wednesday,2022-01-19T08:00:00Z,7,8:00 PM,Chicago Bulls,Cleveland Cavaliers
2022-01-19,Wednesday,2022-01-19T08:00:00Z,18,8:00 PM,Milwaukee Bucks,Memphis Grizzlies
2022-01-19,Wednesday,2022-01-19T08:30:00Z,10,8:30 PM,Dallas Mavericks,Toronto Raptors
2022-01-19,Wednesday,2022-01-19T08:30:00Z,25,8:30 PM,San Antonio Spurs,Oklahoma City Thunder
2022-01-19,Wednesday,2022-01-19T09:00:00Z,14,9:00 PM,Utah Jazz,Houston Rockets
2022-01-19,Wednesday,2022-01-19T10:00:00Z,22,10:00 PM,Sacramento Kings,Detroit Pistons
2022-01-19,Wednesday,2022-01-19T10:00:00Z,17,10:00 PM,Denver Nuggets,Los Angeles Clippers
2022-01-19,Wednesday,2022-01-19T10:30:00Z,19,10:30 PM,Los Angeles Lakers,Indiana Pacers
2022-01-20,Thursday ,2022-01-20T07:30:00Z,18,7:30 PM,New York Knicks,New Orleans Pelicans
2022-01-20,Thursday ,2022-01-20T10:00:00Z,10,10:00 PM,Dallas Mavericks,Phoenix Suns
2022-01-20,Thursday ,2022-01-20T10:00:00Z,13,10:00 PM,Golden State Warriors,Indiana Pacers
2022-01-21,Friday   ,2022-01-21T07:00:00Z,20,7:00 PM,Orlando Magic,Los Angeles Lakers
2022-01-21,Friday   ,2022-01-21T07:00:00Z,10,7:00 PM,Philadelphia 76ers,Los Angeles Clippers
2022-01-21,Friday   ,2022-01-21T07:00:00Z,21,7:00 PM,Charlotte Hornets,Oklahoma City Thunder
2022-01-21,Friday   ,2022-01-21T07:30:00Z,12,7:30 PM,Atlanta Hawks,Miami Heat
2022-01-21,Friday   ,2022-01-21T07:30:00Z,20,7:30 PM,Boston Celtics,Portland Trail Blazers
2022-01-21,Friday   ,2022-01-21T08:00:00Z,8,8:00 PM,Washington Wizards,Toronto Raptors
2022-01-21,Friday   ,2022-01-21T08:00:00Z,13,8:00 PM,Milwaukee Bucks,Chicago Bulls
2022-01-21,Friday   ,2022-01-21T08:30:00Z,16,8:30 PM,San Antonio Spurs,Brooklyn Nets
2022-01-21,Friday   ,2022-01-21T09:00:00Z,16,9:00 PM,Denver Nuggets,Memphis Grizzlies
2022-01-21,Friday   ,2022-01-21T09:00:00Z,15,9:00 PM,Utah Jazz,Detroit Pistons
2022-01-21,Friday   ,2022-01-21T10:00:00Z,15,10:00 PM,Golden State Warriors,Houston Rockets
2022-01-22,Saturday ,2022-01-22T08:00:00Z,18,8:00 PM,Cleveland Cavaliers,Oklahoma City Thunder
2022-01-22,Saturday ,2022-01-22T08:00:00Z,18,8:00 PM,Milwaukee Bucks,Sacramento Kings
2022-01-22,Saturday ,2022-01-22T09:00:00Z,18,9:00 PM,Phoenix Suns,Indiana Pacers
2022-01-23,Sunday   ,2022-01-23T01:00:00Z,12,1:00 PM,New York Knicks,Los Angeles Clippers
2022-01-23,Sunday   ,2022-01-23T03:30:00Z,13,3:30 PM,Washington Wizards,Boston Celtics
2022-01-23,Sunday   ,2022-01-23T06:00:00Z,15,6:00 PM,Orlando Magic,Chicago Bulls
2022-01-23,Sunday   ,2022-01-23T06:00:00Z,9,6:00 PM,Miami Heat,Los Angeles Lakers
2022-01-23,Sunday   ,2022-01-23T06:00:00Z,16,6:00 PM,Toronto Raptors,Portland Trail Blazers
2022-01-23,Sunday   ,2022-01-23T07:00:00Z,13,7:00 PM,San Antonio Spurs,Philadelphia 76ers
2022-01-23,Sunday   ,2022-01-23T07:00:00Z,17,7:00 PM,Charlotte Hornets,Atlanta Hawks
2022-01-23,Sunday   ,2022-01-23T07:30:00Z,11,7:30 PM,Dallas Mavericks,Memphis Grizzlies
2022-01-23,Sunday   ,2022-01-23T08:00:00Z,15,8:00 PM,Minnesota Timberwolves,Brooklyn Nets
2022-01-23,Sunday   ,2022-01-23T08:00:00Z,23,8:00 PM,Denver Nuggets,Detroit Pistons
2022-01-23,Sunday   ,2022-01-23T08:30:00Z,1,8:30 PM,Golden State Warriors,Utah Jazz
2022-01-24,Monday   ,2022-01-24T07:00:00Z,8,7:00 PM,Cleveland Cavaliers,New York Knicks
2022-01-24,Monday   ,2022-01-24T07:30:00Z,11,7:30 PM,Atlanta Hawks,Chicago Bulls
2022-01-24,Monday   ,2022-01-24T08:00:00Z,27,8:00 PM,New Orleans Pelicans,Indiana Pacers
2022-01-24,Monday   ,2022-01-24T08:00:00Z,15,8:00 PM,Houston Rockets,Philadelphia 76ers
2022-01-24,Monday   ,2022-01-24T09:00:00Z,6,9:00 PM,Phoenix Suns,Utah Jazz
2022-01-25,Tuesday  ,2022-01-25T07:00:00Z,13,7:00 PM,Toronto Raptors,Charlotte Hornets
2022-01-25,Tuesday  ,2022-01-25T07:00:00Z,23,7:00 PM,Detroit Pistons,Denver Nuggets
2022-01-25,Tuesday  ,2022-01-25T07:00:00Z,11,7:00 PM,Washington Wizards,Los Angeles Clippers
2022-01-25,Tuesday  ,2022-01-25T07:30:00Z,10,7:30 PM,Brooklyn Nets,Los Angeles Lakers
2022-01-25,Tuesday  ,2022-01-25T07:30:00Z,17,7:30 PM,Boston Celtics,Sacramento Kings
2022-01-25,Tuesday  ,2022-01-25T08:00:00Z,26,8:00 PM,Houston Rockets,San Antonio Spurs
2022-01-25,Tuesday  ,2022-01-25T10:00:00Z,5,10:00 PM,Golden State Warriors,Dallas Mavericks
2022-01-25,Tuesday  ,2022-01-25T10:00:00Z,22,10:00 PM,Portland Trail Blazers,Minnesota Timberwolves
2022-01-26,Wednesday,2022-01-26T07:00:00Z,20,7:00 PM,Indiana Pacers,Charlotte Hornets
2022-01-26,Wednesday,2022-01-26T07:00:00Z,22,7:00 PM,Orlando Magic,Los Angeles Clippers
2022-01-26,Wednesday,2022-01-26T07:00:00Z,16,7:00 PM,Cleveland Cavaliers,Milwaukee Bucks
2022-01-26,Wednesday,2022-01-26T07:30:00Z,17,7:30 PM,Atlanta Hawks,Sacramento Kings
2022-01-26,Wednesday,2022-01-26T07:30:00Z,9,7:30 PM,Brooklyn Nets,Toronto Raptors
2022-01-26,Wednesday,2022-01-26T07:30:00Z,19,7:30 PM,San Antonio Spurs,Memphis Grizzlies
2022-01-26,Wednesday,2022-01-26T07:30:00Z,6,7:30 PM,Miami Heat,New York Knicks
2022-01-26,Wednesday,2022-01-26T08:00:00Z,15,8:00 PM,Oklahoma City Thunder,Chicago Bulls
2022-01-26,Wednesday,2022-01-26T08:00:00Z,24,8:00 PM,New Orleans Pelicans,Denver Nuggets
2022-01-26,Wednesday,2022-01-26T10:00:00Z,15,10:00 PM,Portland Trail Blazers,Dallas Mavericks
2022-01-26,Wednesday,2022-01-26T10:00:00Z,6,10:00 PM,Utah Jazz,Phoenix Suns
2022-01-27,Thursday ,2022-01-27T07:30:00Z,8,7:30 PM,Philadelphia 76ers,Los Angeles Lakers
2022-01-27,Thursday ,2022-01-27T10:00:00Z,12,10:00 PM,Golden State Warriors,Minnesota Timberwolves
2022-01-28,Friday   ,2022-01-28T07:00:00Z,14,7:00 PM,Charlotte Hornets,Los Angeles Lakers
2022-01-28,Friday   ,2022-01-28T07:00:00Z,28,7:00 PM,Orlando Magic,Detroit Pistons
2022-01-28,Friday   ,2022-01-28T07:30:00Z,19,7:30 PM,Atlanta Hawks,Boston Celtics
2022-01-28,Friday   ,2022-01-28T08:00:00Z,25,8:00 PM,Oklahoma City Thunder,Indiana Pacers
2022-01-28,Friday   ,2022-01-28T08:00:00Z,11,8:00 PM,Miami Heat,Los Angeles Clippers
2022-01-28,Friday   ,2022-01-28T08:00:00Z,24,8:00 PM,Houston Rockets,Portland Trail Blazers
2022-01-28,Friday   ,2022-01-28T08:00:00Z,7,8:00 PM,Memphis Grizzlies,Utah Jazz
2022-01-28,Friday   ,2022-01-28T08:30:00Z,14,8:30 PM,San Antonio Spurs,Chicago Bulls
2022-01-28,Friday   ,2022-01-28T09:00:00Z,17,9:00 PM,Phoenix Suns,Minnesota Timberwolves
2022-01-28,Friday   ,2022-01-28T10:00:00Z,14,10:00 PM,Milwaukee Bucks,New York Knicks
2022-01-29,Saturday ,2022-01-29T06:00:00Z,25,6:00 PM,New Orleans Pelicans,Boston Celtics
2022-01-29,Saturday ,2022-01-29T07:00:00Z,17,7:00 PM,Dallas Mavericks,Indiana Pacers
2022-01-29,Saturday ,2022-01-29T07:30:00Z,9,7:30 PM,Philadelphia 76ers,Sacramento Kings
2022-01-29,Saturday ,2022-01-29T08:00:00Z,10,8:00 PM,Memphis Grizzlies,Washington Wizards
2022-01-29,Saturday ,2022-01-29T08:00:00Z,8,8:00 PM,Miami Heat,Toronto Raptors
2022-01-29,Saturday ,2022-01-29T08:30:00Z,5,8:30 PM,Golden State Warriors,Brooklyn Nets
2022-01-30,Sunday   ,2022-01-30T01:00:00Z,16,1:00 PM,Atlanta Hawks,Los Angeles Lakers
2022-01-30,Sunday   ,2022-01-30T01:00:00Z,16,1:00 PM,Charlotte Hornets,Los Angeles Clippers
2022-01-30,Sunday   ,2022-01-30T03:30:00Z,12,3:30 PM,Chicago Bulls,Portland Trail Blazers
2022-01-30,Sunday   ,2022-01-30T06:00:00Z,19,6:00 PM,Detroit Pistons,Cleveland Cavaliers
2022-01-30,Sunday   ,2022-01-30T07:00:00Z,20,7:00 PM,Milwaukee Bucks,Denver Nuggets
2022-01-30,Sunday   ,2022-01-30T07:00:00Z,18,7:00 PM,Orlando Magic,Dallas Mavericks
2022-01-30,Sunday   ,2022-01-30T08:00:00Z,12,8:00 PM,Minnesota Timberwolves,Utah Jazz
2022-01-30,Sunday   ,2022-01-30T08:00:00Z,18,8:00 PM,Phoenix Suns,San Antonio Spurs
2022-01-31,Monday   ,2022-01-31T07:00:00Z,21,7:00 PM,Indiana Pacers,Los Angeles Clippers
2022-01-31,Monday   ,2022-01-31T07:00:00Z,8,7:00 PM,Philadelphia 76ers,Memphis Grizzlies
2022-01-31,Monday   ,2022-01-31T07:00:00Z,20,7:00 PM,Cleveland Cavaliers,New Orleans Pelicans
2022-01-31,Monday   ,2022-01-31T07:30:00Z,11,7:30 PM,New York Knicks,Sacramento Kings
2022-01-31,Monday   ,2022-01-31T07:30:00Z,12,7:30 PM,Boston Celtics,Miami Heat
2022-01-31,Monday   ,2022-01-31T08:00:00Z,15,8:00 PM,Houston Rockets,Golden State Warriors
2022-01-31,Monday   ,2022-01-31T08:00:00Z,23,8:00 PM,Oklahoma City Thunder,Portland Trail Blazers
2022-02-01,Tuesday  ,2022-02-01T07:00:00Z,29,7:00 PM,Detroit Pistons,New Orleans Pelicans
2022-02-01,Tuesday  ,2022-02-01T07:30:00Z,15,7:30 PM,Atlanta Hawks,Toronto Raptors
2022-02-01,Tuesday  ,2022-02-01T07:30:00Z,14,7:30 PM,Milwaukee Bucks,Washington Wizards
2022-02-01,Tuesday  ,2022-02-01T08:00:00Z,20,8:00 PM,Minnesota Timberwolves,Denver Nuggets
2022-02-01,Tuesday  ,2022-02-01T08:00:00Z,15,8:00 PM,Chicago Bulls,Orlando Magic
2022-02-01,Tuesday  ,2022-02-01T08:30:00Z,13,8:30 PM,San Antonio Spurs,Golden State Warriors
2022-02-01,Tuesday  ,2022-02-01T10:00:00Z,10,10:00 PM,Phoenix Suns,Brooklyn Nets
2022-02-02,Wednesday,2022-02-02T07:00:00Z,4,7:00 PM,Philadelphia 76ers,Washington Wizards
2022-02-02,Wednesday,2022-02-02T07:00:00Z,26,7:00 PM,Indiana Pacers,Orlando Magic
2022-02-02,Wednesday,2022-02-02T07:30:00Z,10,7:30 PM,New York Knicks,Memphis Grizzlies
2022-02-02,Wednesday,2022-02-02T07:30:00Z,18,7:30 PM,Boston Celtics,Charlotte Hornets
2022-02-02,Wednesday,2022-02-02T08:00:00Z,19,8:00 PM,Houston Rockets,Cleveland Cavaliers
2022-02-02,Wednesday,2022-02-02T08:30:00Z,17,8:30 PM,Dallas Mavericks,Oklahoma City Thunder
2022-02-02,Wednesday,2022-02-02T10:00:00Z,11,10:00 PM,Sacramento Kings,Brooklyn Nets
2022-02-02,Wednesday,2022-02-02T10:00:00Z,9,10:00 PM,Utah Jazz,Denver Nuggets
2022-02-02,Wednesday,2022-02-02T10:30:00Z,17,10:30 PM,Los Angeles Lakers,Portland Trail Blazers
2022-02-03,Thursday ,2022-02-03T07:00:00Z,26,7:00 PM,Detroit Pistons,Minnesota Timberwolves
2022-02-03,Thursday ,2022-02-03T07:30:00Z,15,7:30 PM,Atlanta Hawks,Phoenix Suns
2022-02-03,Thursday ,2022-02-03T07:30:00Z,8,7:30 PM,Toronto Raptors,Miami Heat
2022-02-03,Thursday ,2022-02-03T10:00:00Z,15,10:00 PM,Los Angeles Clippers,Los Angeles Lakers
2022-02-03,Thursday ,2022-02-03T10:00:00Z,8,10:00 PM,Golden State Warriors,Sacramento Kings
2022-02-04,Friday   ,2022-02-04T07:00:00Z,14,7:00 PM,Indiana Pacers,Chicago Bulls
2022-02-04,Friday   ,2022-02-04T07:00:00Z,24,7:00 PM,Detroit Pistons,Boston Celtics
2022-02-04,Friday   ,2022-02-04T07:00:00Z,13,7:00 PM,Charlotte Hornets,Cleveland Cavaliers
2022-02-04,Friday   ,2022-02-04T07:30:00Z,15,7:30 PM,Toronto Raptors,Atlanta Hawks
2022-02-04,Friday   ,2022-02-04T08:30:00Z,26,8:30 PM,San Antonio Spurs,Houston Rockets
2022-02-04,Friday   ,2022-02-04T08:30:00Z,6,8:30 PM,Dallas Mavericks,Philadelphia 76ers
2022-02-04,Friday   ,2022-02-04T09:00:00Z,4,9:00 PM,Utah Jazz,Brooklyn Nets
2022-02-04,Friday   ,2022-02-04T10:00:00Z,24,10:00 PM,Denver Nuggets,New Orleans Pelicans
2022-02-04,Friday   ,2022-02-04T10:00:00Z,23,10:00 PM,Portland Trail Blazers,Oklahoma City Thunder
2022-02-05,Saturday ,2022-02-05T05:00:00Z,20,5:00 PM,Orlando Magic,Memphis Grizzlies
2022-02-05,Saturday ,2022-02-05T07:00:00Z,10,7:00 PM,Charlotte Hornets,Miami Heat
2022-02-05,Saturday ,2022-02-05T07:00:00Z,9,7:00 PM,Washington Wizards,Phoenix Suns
2022-02-05,Saturday ,2022-02-05T08:30:00Z,10,8:30 PM,Los Angeles Lakers,New York Knicks
2022-02-05,Saturday ,2022-02-05T10:00:00Z,20,10:00 PM,Sacramento Kings,Oklahoma City Thunder
2022-02-05,Saturday ,2022-02-05T10:00:00Z,21,10:00 PM,Portland Trail Blazers,Milwaukee Bucks
2022-02-06,Sunday   ,2022-02-06T03:30:00Z,3,3:30 PM,Chicago Bulls,Philadelphia 76ers
2022-02-06,Sunday   ,2022-02-06T03:30:00Z,26,3:30 PM,Minnesota Timberwolves,Detroit Pistons
2022-02-06,Sunday   ,2022-02-06T03:30:00Z,13,3:30 PM,Denver Nuggets,Brooklyn Nets
2022-02-06,Sunday   ,2022-02-06T06:00:00Z,14,6:00 PM,Dallas Mavericks,Atlanta Hawks
2022-02-06,Sunday   ,2022-02-06T06:00:00Z,23,6:00 PM,Orlando Magic,Boston Celtics
2022-02-06,Sunday   ,2022-02-06T06:00:00Z,17,6:00 PM,Cleveland Cavaliers,Indiana Pacers
2022-02-06,Sunday   ,2022-02-06T07:00:00Z,29,7:00 PM,Houston Rockets,New Orleans Pelicans
2022-02-06,Sunday   ,2022-02-06T09:00:00Z,19,9:00 PM,Los Angeles Clippers,Milwaukee Bucks
2022-02-07,Monday   ,2022-02-07T07:00:00Z,13,7:00 PM,Charlotte Hornets,Toronto Raptors
2022-02-07,Monday   ,2022-02-07T07:00:00Z,5,7:00 PM,Washington Wizards,Miami Heat
2022-02-07,Monday   ,2022-02-07T08:00:00Z,8,8:00 PM,Chicago Bulls,Phoenix Suns
2022-02-07,Monday   ,2022-02-07T08:00:00Z,14,8:00 PM,Oklahoma City Thunder,Golden State Warriors
2022-02-07,Monday   ,2022-02-07T09:00:00Z,4,9:00 PM,Utah Jazz,New York Knicks
2022-02-08,Tuesday  ,2022-02-08T07:00:00Z,7,7:00 PM,Philadelphia 76ers,Phoenix Suns
2022-02-08,Tuesday  ,2022-02-08T07:30:00Z,14,7:30 PM,Brooklyn Nets,Boston Celtics
2022-02-08,Tuesday  ,2022-02-08T07:30:00Z,22,7:30 PM,Atlanta Hawks,Indiana Pacers
2022-02-08,Tuesday  ,2022-02-08T08:00:00Z,15,8:00 PM,Memphis Grizzlies,Los Angeles Clippers
2022-02-08,Tuesday  ,2022-02-08T08:00:00Z,29,8:00 PM,New Orleans Pelicans,Houston Rockets
2022-02-08,Tuesday  ,2022-02-08T08:30:00Z,19,8:30 PM,Dallas Mavericks,Detroit Pistons
2022-02-08,Tuesday  ,2022-02-08T09:00:00Z,12,9:00 PM,Denver Nuggets,New York Knicks
2022-02-08,Tuesday  ,2022-02-08T10:00:00Z,17,10:00 PM,Los Angeles Lakers,Milwaukee Bucks
2022-02-08,Tuesday  ,2022-02-08T10:00:00Z,24,10:00 PM,Portland Trail Blazers,Orlando Magic
2022-02-08,Tuesday  ,2022-02-08T10:00:00Z,19,10:00 PM,Sacramento Kings,Minnesota Timberwolves
2022-02-09,Wednesday,2022-02-09T07:00:00Z,17,7:00 PM,Cleveland Cavaliers,San Antonio Spurs
2022-02-09,Wednesday,2022-02-09T07:30:00Z,10,7:30 PM,Charlotte Hornets,Chicago Bulls
2022-02-09,Wednesday,2022-02-09T08:00:00Z,18,8:00 PM,Oklahoma City Thunder,Toronto Raptors
2022-02-09,Wednesday,2022-02-09T10:00:00Z,17,10:00 PM,Portland Trail Blazers,Los Angeles Lakers
2022-02-09,Wednesday,2022-02-09T10:00:00Z,19,10:00 PM,Sacramento Kings,Minnesota Timberwolves
2022-02-09,Wednesday,2022-02-09T10:00:00Z,1,10:00 PM,Utah Jazz,Golden State Warriors
2022-02-10,Thursday ,2022-02-10T07:00:00Z,21,7:00 PM,Detroit Pistons,Memphis Grizzlies
2022-02-10,Thursday ,2022-02-10T07:00:00Z,7,7:00 PM,Washington Wizards,Brooklyn Nets
2022-02-10,Thursday ,2022-02-10T07:30:00Z,17,7:30 PM,New Orleans Pelicans,Miami Heat
2022-02-10,Thursday ,2022-02-10T08:00:00Z,19,8:00 PM,Houston Rockets,Toronto Raptors
2022-02-10,Thursday ,2022-02-10T08:30:00Z,13,8:30 PM,Dallas Mavericks,Los Angeles Clippers
2022-02-10,Thursday ,2022-02-10T10:00:00Z,17,10:00 PM,Phoenix Suns,Milwaukee Bucks
2022-02-10,Thursday ,2022-02-10T10:00:00Z,4,10:00 PM,Golden State Warriors,New York Knicks
2022-02-11,Friday   ,2022-02-11T07:00:00Z,17,7:00 PM,Indiana Pacers,Cleveland Cavaliers
2022-02-11,Friday   ,2022-02-11T07:00:00Z,22,7:00 PM,Detroit Pistons,Charlotte Hornets
2022-02-11,Friday   ,2022-02-11T07:00:00Z,14,7:00 PM,Philadelphia 76ers,Oklahoma City Thunder
2022-02-11,Friday   ,2022-02-11T07:30:00Z,21,7:30 PM,Atlanta Hawks,San Antonio Spurs
2022-02-11,Friday   ,2022-02-11T07:30:00Z,19,7:30 PM,Boston Celtics,Denver Nuggets
2022-02-11,Friday   ,2022-02-11T08:00:00Z,13,8:00 PM,Chicago Bulls,Minnesota Timberwolves
2022-02-11,Friday   ,2022-02-11T09:00:00Z,14,9:00 PM,Utah Jazz,Orlando Magic
2022-02-12,Saturday ,2022-02-12T05:00:00Z,14,5:00 PM,Portland Trail Blazers,New York Knicks
2022-02-12,Saturday ,2022-02-12T07:00:00Z,10,7:00 PM,Washington Wizards,Sacramento Kings
2022-02-12,Saturday ,2022-02-12T07:00:00Z,15,7:00 PM,Charlotte Hornets,Memphis Grizzlies
2022-02-12,Saturday ,2022-02-12T07:00:00Z,27,7:00 PM,New Orleans Pelicans,San Antonio Spurs
2022-02-12,Saturday ,2022-02-12T07:30:00Z,6,7:30 PM,Philadelphia 76ers,Cleveland Cavaliers
2022-02-12,Saturday ,2022-02-12T07:30:00Z,14,7:30 PM,Toronto Raptors,Denver Nuggets
2022-02-12,Saturday ,2022-02-12T08:00:00Z,6,8:00 PM,Miami Heat,Brooklyn Nets
2022-02-12,Saturday ,2022-02-12T08:00:00Z,15,8:00 PM,Chicago Bulls,Oklahoma City Thunder
2022-02-12,Saturday ,2022-02-12T08:30:00Z,7,8:30 PM,Golden State Warriors,Los Angeles Lakers
2022-02-12,Saturday ,2022-02-12T08:30:00Z,13,8:30 PM,Dallas Mavericks,Los Angeles Clippers
2022-02-12,Saturday ,2022-02-12T09:00:00Z,19,9:00 PM,Phoenix Suns,Orlando Magic
2022-02-13,Sunday   ,2022-02-13T02:00:00Z,19,2:00 PM,Boston Celtics,Atlanta Hawks
2022-02-13,Sunday   ,2022-02-13T03:00:00Z,24,3:00 PM,Indiana Pacers,Minnesota Timberwolves
2022-02-14,Monday   ,2022-02-14T07:00:00Z,17,7:00 PM,Washington Wizards,Detroit Pistons
2022-02-14,Monday   ,2022-02-14T07:30:00Z,16,7:30 PM,New York Knicks,Oklahoma City Thunder
2022-02-14,Monday   ,2022-02-14T07:30:00Z,11,7:30 PM,Brooklyn Nets,Sacramento Kings
2022-02-14,Monday   ,2022-02-14T08:00:00Z,21,8:00 PM,Milwaukee Bucks,Portland Trail Blazers
2022-02-14,Monday   ,2022-02-14T08:00:00Z,20,8:00 PM,New Orleans Pelicans,Toronto Raptors
2022-02-14,Monday   ,2022-02-14T08:00:00Z,14,8:00 PM,Chicago Bulls,San Antonio Spurs
2022-02-14,Monday   ,2022-02-14T09:00:00Z,22,9:00 PM,Denver Nuggets,Orlando Magic
2022-02-14,Monday   ,2022-02-14T09:00:00Z,14,9:00 PM,Utah Jazz,Houston Rockets
2022-02-14,Monday   ,2022-02-14T10:30:00Z,9,10:30 PM,Los Angeles Clippers,Golden State Warriors
2022-02-15,Tuesday  ,2022-02-15T07:30:00Z,14,7:30 PM,Atlanta Hawks,Cleveland Cavaliers
2022-02-15,Tuesday  ,2022-02-15T07:30:00Z,11,7:30 PM,Philadelphia 76ers,Boston Celtics
2022-02-15,Tuesday  ,2022-02-15T07:30:00Z,7,7:30 PM,Miami Heat,Dallas Mavericks
2022-02-15,Tuesday  ,2022-02-15T08:00:00Z,23,8:00 PM,Milwaukee Bucks,Indiana Pacers
2022-02-15,Tuesday  ,2022-02-15T08:00:00Z,19,8:00 PM,Minnesota Timberwolves,Charlotte Hornets
2022-02-15,Tuesday  ,2022-02-15T08:00:00Z,22,8:00 PM,New Orleans Pelicans,Memphis Grizzlies
2022-02-15,Tuesday  ,2022-02-15T10:00:00Z,14,10:00 PM,Phoenix Suns,Los Angeles Clippers
2022-02-16,Wednesday,2022-02-16T07:00:00Z,23,7:00 PM,Orlando Magic,Atlanta Hawks
2022-02-16,Wednesday,2022-02-16T07:30:00Z,15,7:30 PM,Indiana Pacers,Washington Wizards
2022-02-16,Wednesday,2022-02-16T07:30:00Z,7,7:30 PM,New York Knicks,Brooklyn Nets
2022-02-16,Wednesday,2022-02-16T07:30:00Z,24,7:30 PM,Boston Celtics,Detroit Pistons
2022-02-16,Wednesday,2022-02-16T08:00:00Z,9,8:00 PM,Chicago Bulls,Sacramento Kings
2022-02-16,Wednesday,2022-02-16T08:00:00Z,17,8:00 PM,Memphis Grizzlies,Portland Trail Blazers
2022-02-16,Wednesday,2022-02-16T08:00:00Z,25,8:00 PM,Oklahoma City Thunder,San Antonio Spurs
2022-02-16,Wednesday,2022-02-16T08:00:00Z,17,8:00 PM,Minnesota Timberwolves,Toronto Raptors
2022-02-16,Wednesday,2022-02-16T09:00:00Z,20,9:00 PM,Phoenix Suns,Houston Rockets
2022-02-16,Wednesday,2022-02-16T10:00:00Z,10,10:00 PM,Golden State Warriors,Denver Nuggets
2022-02-16,Wednesday,2022-02-16T10:00:00Z,7,10:00 PM,Los Angeles Lakers,Utah Jazz
2022-02-17,Thursday ,2022-02-17T07:00:00Z,10,7:00 PM,Charlotte Hornets,Miami Heat
2022-02-17,Thursday ,2022-02-17T08:00:00Z,19,8:00 PM,New Orleans Pelicans,Dallas Mavericks
